date,recycle Aerosol Cans - Full,recycle Alkaline Batteries,recycle Aluminum Foil,recycle Antifreeze,recycle Asphalt,recycle Auto Parts,recycle Brick,recycle Brush,recycle CD Cases,recycle CDs,recycle Cables,recycle Car Batteries,recycle Carpet,recycle Cassette Tapes,recycle Cell Phones,recycle Chip Bags,recycle Christmas Trees,recycle Clothing,recycle Concrete,recycle Cooking Oil,recycle Cookware,recycle Corks,recycle Corrugated Cardboard,recycle Crayons,recycle DVDs,recycle Dirt,recycle Doors,recycle Envelopes,recycle Eyeglasses,recycle Fabric,recycle Fire Extinguishers,recycle Floppy Disks,recycle Fluorescent Tubes,recycle Gasoline,recycle Hair,recycle Halogen Bulbs,recycle Hard Drives,recycle Hardware,recycle Heaters,recycle Leaves,recycle Lithium Batteries,recycle Lumber,recycle Magazines,recycle Mattresses,recycle Microwaves,recycle Motor Oil,recycle Nail Polish,recycle Newspaper,recycle Office Paper,recycle Oil Filters,recycle Pallets,recycle Paper Cups,recycle Phone Books,recycle Pizza Boxes,recycle Printers,recycle Propane Tanks,recycle Refrigerators,recycle Sand,recycle Shoes,recycle Small Appliances,recycle Smoke Detectors,recycle Steel Cans,recycle Stone,recycle Tablets,recycle Tile,recycle Tires,recycle Toner Cartridges,recycle Tools,recycle Toothbrushes,recycle Toothpaste Tubes,recycle Toys,recycle Transmission Fluid,recycle Trophies,recycle Vehicles,recycle Water Filters,recycle Windows,recycle Wood,recycle Yard Waste
2016-02-14,48,24,59,56,21,49,62,18,18,14,0,38,24,27,53,0,4,10,32,0,0,25,25,25,55,20,47,0,0,32,19,0,15,31,27,0,21,22,0,0,0,0,38,23,19,44,0,15,0,0,17,11,0,25,30,48,24,24,36,27,0,24,47,0,0,49,33,35,23,0,23,23,0,0,0,59,7,28
2016-02-21,24,55,24,0,21,31,30,18,36,28,19,19,42,18,41,12,0,15,41,0,0,25,0,50,0,20,20,24,24,38,0,0,15,31,20,21,0,21,43,19,21,38,48,35,37,37,0,30,0,0,17,0,0,30,35,35,24,36,32,27,27,0,48,38,10,39,33,0,0,0,46,23,26,0,27,59,7,18
2016-02-28,0,47,23,18,0,49,45,18,0,34,38,31,36,18,36,12,0,12,27,18,0,0,0,25,0,0,29,24,24,57,19,0,0,31,27,0,0,42,0,0,21,19,19,34,0,37,47,29,73,0,22,0,31,29,29,0,36,0,24,27,26,0,35,37,19,36,29,45,0,0,23,0,19,36,53,48,12,18
2016-03-06,24,47,35,19,0,53,30,0,0,28,19,38,45,0,45,0,0,17,37,37,0,0,25,25,0,0,20,0,32,32,0,0,61,0,47,0,21,22,21,39,21,38,57,17,19,25,0,30,37,0,22,11,31,20,55,47,24,48,48,54,27,0,24,38,10,59,10,35,0,0,23,23,19,36,54,53,3,37
2016-03-13,0,60,0,28,43,43,0,36,18,28,0,29,24,37,45,25,0,7,23,0,25,51,0,26,27,0,20,62,25,77,0,16,16,47,48,22,22,44,22,30,21,39,39,18,19,56,49,45,0,0,51,0,32,53,45,24,24,24,37,27,0,24,24,39,0,46,26,70,0,0,35,0,0,36,0,47,2,28
2016-03-20,25,37,24,39,22,36,47,0,0,100,40,39,50,19,25,0,4,13,21,59,39,26,0,26,0,20,0,25,25,33,0,16,40,32,21,0,0,22,22,40,22,0,0,18,19,57,100,31,38,0,23,11,48,31,72,24,25,0,58,0,0,25,49,40,0,56,20,36,0,0,24,0,20,0,28,59,13,29
2016-03-27,0,0,24,19,22,43,31,18,0,36,20,33,46,19,29,13,4,13,100,19,26,26,0,0,0,41,21,50,38,29,20,32,24,32,21,0,0,30,0,40,22,20,39,45,19,19,0,23,38,38,29,12,32,21,23,37,25,25,41,28,28,25,33,0,20,47,24,24,0,24,72,24,20,0,28,54,11,32
2016-04-03,0,36,36,28,32,42,31,0,0,28,38,19,42,0,29,18,0,11,28,19,0,25,0,25,27,30,0,37,37,32,19,0,36,42,20,0,0,22,22,0,21,19,19,18,0,25,48,23,0,37,28,11,0,20,15,59,0,36,57,41,0,24,36,77,20,40,26,23,0,23,31,0,19,0,0,62,3,28
2016-04-10,24,48,24,38,32,0,31,0,18,42,39,39,25,74,50,0,0,21,28,57,26,0,0,26,0,20,61,25,25,45,19,0,21,0,41,0,0,37,22,30,32,0,49,18,19,38,49,46,37,38,11,0,32,15,25,24,25,24,33,0,27,24,36,0,15,27,33,39,0,23,31,24,0,0,41,51,7,28
2016-04-17,24,72,48,38,21,54,31,0,36,42,29,19,18,18,37,19,0,18,19,57,38,0,0,26,28,30,20,25,0,19,0,16,37,74,31,22,0,36,22,20,32,0,49,35,0,66,49,31,37,38,23,11,0,20,15,64,33,49,37,0,27,24,32,0,10,60,20,35,0,23,35,47,20,0,0,46,18,44
2016-04-24,24,59,24,37,21,49,30,18,45,21,19,19,18,18,49,25,0,15,74,0,25,0,0,25,0,40,20,24,36,29,0,0,31,31,47,21,22,43,0,20,42,19,19,0,19,68,48,30,37,0,33,11,0,15,70,24,24,24,56,27,53,24,24,0,10,62,25,23,23,0,46,23,19,0,27,72,17,28
2016-05-01,24,35,36,37,21,28,31,18,18,21,19,29,36,0,66,12,0,11,37,56,0,0,0,51,27,30,20,24,24,29,0,0,31,41,41,0,43,33,0,0,42,19,58,18,37,69,48,15,37,0,17,0,0,15,60,32,36,48,36,0,27,24,36,0,10,46,30,35,0,23,23,46,0,0,0,54,8,37
2016-05-08,25,36,48,38,22,43,31,19,28,14,20,39,0,0,34,19,0,13,47,38,0,0,0,0,28,20,21,25,33,20,19,32,32,95,42,0,44,22,22,0,22,0,59,18,0,86,0,61,0,0,23,11,0,38,54,24,25,25,33,28,0,24,24,39,0,57,34,24,0,0,24,24,33,37,55,56,14,38
2016-05-15,25,25,0,0,22,36,31,19,0,36,20,20,50,19,42,13,0,9,62,77,0,26,0,52,55,20,21,25,25,40,20,16,32,32,35,0,22,56,22,0,22,30,20,18,19,48,50,15,38,0,12,0,33,31,36,37,25,25,29,28,28,25,33,0,0,51,31,36,24,24,48,36,20,0,28,61,11,32
2016-05-22,50,62,25,39,33,44,32,19,19,22,20,47,31,0,51,26,0,7,29,20,0,0,26,52,56,42,21,26,51,20,0,16,27,49,64,23,0,23,23,0,33,40,100,18,0,29,50,31,0,0,12,12,0,31,47,25,38,38,25,28,0,0,25,40,0,45,21,24,24,0,24,24,40,0,28,57,5,29
2016-05-29,0,25,51,30,46,30,98,19,19,22,0,41,19,0,31,13,4,6,30,20,0,0,27,54,29,22,22,26,0,62,41,17,44,50,29,23,23,23,23,21,22,21,41,19,20,33,52,16,0,40,0,12,34,32,43,42,51,26,39,0,58,26,0,0,11,35,39,25,0,0,25,0,42,0,29,64,10,40
2016-06-05,25,25,0,29,22,44,32,19,19,29,20,20,19,19,43,13,0,14,34,29,0,0,0,26,28,42,21,26,0,70,0,16,49,0,21,23,0,38,0,0,44,20,30,31,29,46,0,32,39,39,12,0,66,37,42,50,25,50,47,28,28,50,25,40,0,52,52,24,0,0,24,0,40,0,28,42,14,26
2016-06-12,0,50,50,20,45,45,49,29,38,29,20,30,51,0,35,13,0,13,44,20,27,27,27,0,28,21,21,26,77,34,0,16,33,33,43,0,23,68,23,0,33,20,20,28,30,72,51,32,78,39,18,12,33,16,48,50,25,25,34,28,29,0,25,0,14,24,35,24,0,0,74,0,20,38,28,58,17,33
2016-06-19,26,63,25,40,68,34,49,38,19,44,0,20,39,0,53,13,0,9,25,50,27,27,27,27,29,0,21,0,26,55,0,0,22,33,22,0,46,69,0,0,30,31,51,19,40,40,52,16,39,40,12,12,0,16,56,38,26,34,35,29,43,26,76,40,11,42,25,33,25,0,25,0,21,39,0,56,6,40
2016-06-26,26,42,34,60,23,38,33,19,19,30,27,27,48,39,39,13,0,11,59,30,27,54,0,0,29,21,32,78,52,20,0,0,33,33,86,0,0,46,0,0,22,0,41,25,0,40,52,32,39,0,18,0,100,16,64,50,26,38,26,29,29,0,51,40,53,49,28,25,25,0,50,25,21,0,0,57,11,39
2016-07-03,0,26,26,63,48,59,34,0,40,54,32,21,61,20,64,0,0,9,26,0,0,0,0,0,30,37,22,0,41,21,0,17,52,35,45,48,0,48,0,0,47,0,53,39,21,42,0,17,41,41,25,0,35,22,34,79,94,0,54,0,30,54,27,0,11,33,26,52,0,26,26,0,22,0,30,54,14,41
2016-07-10,26,34,39,20,23,61,33,19,39,15,21,31,46,0,31,13,0,9,30,41,0,0,27,27,29,0,22,27,27,42,0,17,39,34,74,0,23,47,23,0,0,42,42,38,41,41,0,33,0,0,18,0,0,16,73,39,26,26,39,29,29,26,39,0,11,32,18,25,0,0,25,0,42,0,29,55,7,0
2016-07-17,26,43,26,31,23,31,33,0,0,23,0,31,49,20,36,13,0,6,38,41,0,27,0,27,0,22,51,27,27,63,21,0,34,0,59,23,23,47,0,21,23,21,31,28,20,61,52,0,0,0,30,12,68,33,43,26,26,52,44,0,0,0,65,0,11,29,18,0,0,0,0,25,21,0,0,51,10,20
2016-07-24,26,0,51,40,22,68,33,0,19,88,20,30,32,19,40,0,0,10,30,20,27,27,0,27,29,0,0,0,26,21,0,0,28,0,22,0,23,23,0,43,30,20,42,19,20,59,0,48,39,0,0,0,0,0,32,25,39,0,30,28,0,26,26,40,10,56,21,25,0,0,38,25,0,0,58,56,10,26
2016-07-31,26,43,26,31,47,58,50,40,20,30,41,62,20,0,54,14,0,8,30,0,28,56,0,28,0,22,22,27,27,42,0,0,28,51,44,0,47,47,0,0,34,0,42,32,20,41,53,16,40,0,24,0,34,33,27,26,40,0,60,0,0,26,39,41,0,29,32,25,25,0,38,0,21,39,29,74,10,20
2016-08-07,27,27,0,32,24,24,0,0,0,39,22,29,51,20,18,0,0,9,15,0,0,0,0,28,30,23,68,28,27,22,0,17,17,35,23,0,0,40,0,0,31,21,32,20,0,32,0,17,83,0,0,13,0,17,28,67,41,0,41,31,30,27,27,0,22,41,33,26,0,0,39,26,22,0,30,62,9,21
2016-08-14,28,55,27,65,0,37,35,0,31,16,22,37,21,42,38,0,0,13,37,43,0,29,0,0,0,0,23,0,28,22,0,0,18,36,31,0,50,25,0,0,48,0,78,20,21,29,56,52,0,43,13,0,36,43,40,45,28,0,33,31,31,0,28,0,0,38,11,54,0,27,40,27,22,0,31,53,7,21
2016-08-21,0,26,0,20,35,23,34,0,0,23,21,42,20,20,45,13,0,16,60,0,0,28,27,27,0,43,0,27,54,31,0,17,34,0,22,0,24,24,47,0,23,21,42,19,0,41,52,16,0,0,18,0,0,25,16,43,0,26,31,29,0,0,39,41,11,47,22,25,0,0,0,38,42,40,59,60,16,60
2016-08-28,0,62,0,39,44,77,32,19,18,36,0,26,28,0,34,13,0,11,34,0,0,27,0,26,42,0,21,25,25,33,0,0,27,32,42,23,0,45,22,20,22,20,40,0,19,32,50,31,38,38,17,12,66,16,62,49,0,37,69,0,28,0,25,39,0,38,31,48,0,0,36,0,20,0,56,66,15,45
2016-09-04,38,74,25,29,33,44,32,56,0,43,26,53,38,0,30,13,0,10,29,20,26,40,26,26,0,21,21,38,25,50,0,0,40,32,35,23,23,45,0,21,22,20,30,18,19,39,76,16,0,0,18,0,0,16,55,41,25,25,55,28,28,50,25,0,21,38,20,0,0,0,24,24,30,0,56,47,12,39
2016-09-11,49,24,24,38,0,57,62,18,18,56,39,32,46,0,25,0,0,11,28,38,0,0,38,51,55,0,20,33,25,19,0,31,31,32,52,44,22,22,0,0,21,19,49,36,28,38,49,23,0,0,28,23,64,53,15,72,37,24,45,0,27,0,24,0,15,40,45,0,0,0,35,0,0,0,27,56,6,25
2016-09-18,24,0,0,57,22,43,0,0,18,14,26,29,43,18,54,0,0,11,42,0,0,38,0,26,27,20,20,25,0,19,0,16,31,31,21,22,0,29,0,0,28,0,29,18,19,38,0,15,0,0,17,0,32,45,15,24,0,49,31,27,0,0,0,77,15,40,10,23,0,24,47,0,19,0,27,61,13,25
2016-09-25,0,40,24,19,21,36,31,18,18,28,19,39,27,0,46,12,4,21,35,38,0,26,0,38,27,20,20,25,25,19,19,16,31,32,41,44,0,33,22,20,21,0,39,27,19,38,49,15,37,0,11,11,32,30,38,24,0,24,16,27,27,0,24,0,10,37,23,35,23,0,0,0,19,37,41,45,9,19
2016-10-02,24,36,48,19,21,21,31,54,0,28,19,38,36,18,33,12,0,12,23,19,0,25,0,50,0,20,20,24,24,38,0,0,21,31,27,22,0,22,0,0,21,0,19,0,37,19,0,23,73,37,17,23,31,15,20,47,24,0,28,27,27,0,32,38,20,43,20,70,0,0,0,0,19,0,0,51,9,43
2016-10-09,50,57,24,39,0,22,0,19,18,0,0,29,28,19,59,13,4,13,38,19,0,39,0,26,0,0,21,25,25,59,0,0,48,0,21,22,0,37,22,30,32,20,20,0,38,45,0,46,38,0,23,0,0,26,15,37,25,25,29,41,0,24,24,39,10,40,10,36,0,0,24,0,20,37,0,55,6,19
2016-10-16,24,48,24,38,32,43,31,19,19,35,39,29,19,0,59,12,0,10,38,0,0,26,0,26,27,20,20,0,25,52,0,0,26,42,62,0,0,59,22,20,43,19,20,18,19,19,0,0,38,0,0,11,0,31,41,36,0,0,62,0,0,0,37,39,10,40,20,24,0,0,24,0,20,37,0,47,11,38
2016-10-23,24,36,48,19,21,28,61,18,0,42,19,48,36,18,37,0,4,14,42,28,25,25,0,0,27,20,20,0,49,19,0,16,26,31,31,22,22,22,22,40,21,19,19,18,19,19,0,23,0,37,17,0,32,23,40,36,24,24,41,0,54,0,24,0,10,56,23,23,23,0,23,0,19,0,0,49,11,56
2016-10-30,24,31,23,75,21,53,31,0,18,28,38,19,42,36,61,12,4,4,23,65,25,0,0,0,0,0,20,24,24,19,0,15,26,31,40,0,21,21,0,20,42,0,38,26,0,25,0,45,0,0,22,22,31,22,45,31,0,24,28,27,27,0,0,0,0,39,29,23,0,23,39,0,29,36,27,52,11,37
2016-11-06,0,45,23,18,40,20,44,17,17,26,36,54,17,0,41,0,4,14,31,36,0,24,0,0,26,19,19,23,0,46,0,0,34,30,19,0,27,51,21,84,50,18,18,17,18,35,0,28,70,35,21,0,30,29,19,34,23,0,35,64,0,23,23,36,9,28,31,55,22,0,33,0,18,0,51,53,13,23
2016-11-13,0,35,23,19,42,56,30,0,18,20,19,19,18,0,28,12,0,7,32,0,0,0,0,25,0,39,20,24,24,28,0,15,36,46,20,0,0,21,0,19,21,0,38,35,0,18,48,22,73,37,11,0,0,25,0,35,36,0,40,0,27,0,24,38,15,49,32,23,0,23,23,23,19,0,27,50,7,18
2016-11-20,37,37,24,20,22,66,31,0,19,57,0,33,19,0,59,0,9,16,29,87,0,26,0,0,56,31,21,0,38,39,20,0,53,48,21,0,44,52,0,30,22,20,39,36,0,29,0,23,0,38,12,12,32,15,41,49,37,25,21,28,55,25,25,0,0,34,0,24,0,0,40,0,20,0,0,40,9,38
2016-11-27,22,22,44,53,20,26,28,33,0,39,27,47,34,17,38,0,4,14,22,52,0,23,0,23,0,19,56,23,0,53,18,0,43,0,38,0,0,40,20,0,19,0,54,22,17,17,45,28,0,0,10,0,0,14,35,22,22,22,71,25,0,22,22,35,9,27,37,22,22,22,54,22,30,34,25,37,8,17
2016-12-04,22,58,22,17,19,52,0,0,33,19,17,35,22,0,38,11,4,11,32,43,23,46,23,23,0,19,28,45,0,26,0,0,19,58,25,40,20,30,0,18,29,27,35,24,17,34,44,28,34,0,21,10,0,48,27,22,0,22,41,25,25,22,22,0,9,27,18,21,28,0,43,21,18,0,25,47,7,51
2016-12-11,23,34,45,0,30,33,38,0,0,39,0,36,34,17,19,0,8,7,39,88,0,40,24,24,0,19,19,23,0,18,0,15,39,29,39,0,20,34,40,37,20,18,18,17,62,26,46,35,69,69,11,0,30,19,28,23,23,0,27,50,25,0,23,0,9,28,28,44,22,0,36,0,18,0,51,48,6,17
2016-12-18,25,24,24,0,0,43,0,18,37,28,20,26,18,18,33,0,10,6,14,29,26,0,0,26,27,0,20,33,25,39,0,16,21,0,0,0,29,22,0,0,21,20,0,27,57,19,0,15,0,0,23,11,0,25,36,0,25,0,37,28,28,24,37,39,0,27,23,24,0,0,24,0,40,0,27,48,8,19
2016-12-25,25,50,37,20,0,81,64,0,0,29,20,20,25,19,43,0,46,11,24,59,26,26,0,26,28,0,0,26,0,47,0,0,33,65,32,23,23,0,23,21,22,20,20,18,20,46,51,16,39,0,12,24,33,21,47,25,25,25,57,47,28,25,25,0,15,28,16,24,24,0,57,0,30,0,28,54,11,19
2017-01-01,0,70,31,18,21,72,60,0,17,34,37,38,36,0,60,12,62,23,23,55,25,37,0,25,0,20,20,24,48,66,0,0,15,31,40,0,21,63,0,39,20,0,19,17,18,18,0,29,0,36,22,11,0,22,54,58,24,24,28,27,53,24,23,37,0,42,26,23,23,0,53,0,0,0,40,59,9,36
2017-01-08,23,30,22,0,0,50,29,0,17,59,18,45,40,17,38,12,31,14,30,35,0,24,24,24,25,0,19,23,23,72,0,0,44,29,57,20,20,61,20,18,39,0,36,0,35,41,0,42,52,35,21,11,30,33,49,22,0,45,64,25,51,0,67,0,14,28,46,44,0,0,22,22,18,68,0,51,9,17
2017-01-15,45,22,22,35,40,66,29,0,34,20,54,27,17,17,39,17,12,13,46,53,24,47,0,24,25,19,19,23,23,54,0,15,63,0,76,30,0,20,20,37,30,18,18,49,0,61,0,28,35,35,16,0,0,14,33,22,34,45,40,0,63,0,0,0,9,51,40,22,22,0,22,0,18,34,25,45,12,26
2017-01-22,33,29,0,34,19,45,28,33,0,38,53,47,17,17,57,0,8,11,30,34,0,23,35,23,0,19,18,34,45,23,18,14,36,29,37,20,20,50,0,0,19,35,0,16,17,17,44,35,34,34,21,0,0,21,28,66,33,22,63,25,25,22,0,35,9,23,42,21,21,21,21,0,36,33,0,65,6,43
2017-01-29,22,36,29,17,19,32,0,0,0,38,17,17,17,17,49,17,0,10,0,17,0,23,0,23,49,18,0,22,34,35,18,28,28,28,46,20,0,26,0,18,29,18,61,0,17,69,44,14,34,34,21,15,0,62,41,22,0,22,41,25,25,22,44,35,18,33,30,21,0,0,21,21,18,33,49,45,13,17
2017-02-05,22,42,21,17,38,32,28,16,16,44,0,26,16,0,30,11,0,11,29,0,22,46,0,0,24,36,18,22,44,60,35,14,37,28,55,19,19,29,0,18,19,17,52,31,0,17,43,27,0,33,20,0,0,27,32,54,33,22,51,36,49,0,22,35,9,47,24,28,0,0,31,0,17,0,48,51,14,16
2017-02-12,22,43,21,34,38,48,37,32,16,31,35,46,33,16,59,0,0,8,17,0,0,46,0,0,0,0,18,22,30,29,17,14,21,28,37,0,20,26,0,18,32,17,52,16,0,42,0,27,0,50,15,10,28,20,34,32,22,44,26,49,37,0,22,69,18,36,18,32,0,0,21,21,0,0,25,64,20,25
2017-02-19,22,36,43,34,19,65,56,16,41,25,17,52,33,0,34,11,4,8,57,17,0,23,0,23,0,18,18,22,30,47,18,14,52,28,43,20,20,30,0,18,48,17,0,24,0,85,44,27,34,0,20,10,29,21,37,22,66,0,26,25,25,0,22,52,9,48,12,64,21,21,21,0,18,33,41,52,10,28
2017-02-26,28,28,41,16,18,37,27,16,16,30,17,42,39,32,29,11,0,12,24,16,0,22,0,22,24,0,23,0,21,67,17,13,32,0,18,0,28,37,0,17,55,25,33,25,16,32,42,26,0,32,20,10,55,17,61,20,42,28,25,23,23,0,0,33,14,46,37,40,0,0,40,0,17,0,58,53,7,16
2017-03-05,35,49,31,16,19,19,54,0,32,36,0,17,32,16,54,11,0,9,33,33,0,22,0,22,24,18,26,22,22,22,0,27,36,41,36,0,0,19,0,0,46,0,34,15,0,60,43,20,32,33,15,10,28,13,26,42,21,28,36,24,24,0,21,0,9,49,17,34,0,0,34,20,23,0,36,54,9,38
2017-03-12,0,32,0,17,29,57,27,0,16,31,17,26,49,0,52,11,4,13,29,17,23,23,23,23,0,27,27,33,44,35,0,0,56,56,28,0,20,0,20,0,19,17,17,47,0,42,44,27,0,0,15,10,28,14,20,21,66,22,37,0,0,0,22,35,13,36,18,21,21,0,42,21,26,0,24,53,11,17
2017-03-19,22,43,43,52,19,52,28,17,17,19,18,35,33,22,49,11,0,15,26,34,0,23,0,23,25,18,18,45,22,35,17,0,24,0,28,20,0,20,0,0,29,0,26,24,26,52,44,27,34,34,10,0,0,32,41,44,33,33,30,66,49,22,0,70,0,81,24,21,0,0,36,0,18,33,25,56,7,28
2017-03-26,22,51,87,68,19,39,28,16,16,13,17,26,39,25,30,11,0,10,30,17,0,0,23,46,0,37,36,33,44,26,17,14,47,56,19,0,20,26,20,18,19,0,26,0,0,43,89,27,34,34,20,0,0,27,64,22,33,22,52,24,49,0,44,35,9,39,21,53,0,0,28,21,29,0,0,69,18,28
2017-04-02,22,21,43,51,19,58,28,16,0,13,17,35,38,16,37,17,0,13,31,34,0,46,23,23,0,30,0,22,0,17,0,0,28,28,19,20,20,79,20,18,19,17,69,0,17,57,44,27,0,50,15,10,0,14,23,0,66,36,44,37,49,33,22,0,9,45,33,53,21,0,32,32,23,0,24,51,17,17
2017-04-09,0,45,22,53,20,33,44,34,17,20,27,36,17,17,46,0,0,8,35,35,0,36,0,0,39,19,0,35,39,18,0,0,34,59,51,20,21,27,0,37,20,18,18,25,27,71,46,43,35,70,11,0,30,14,24,0,23,23,34,25,0,23,45,72,19,81,19,22,22,0,44,22,18,0,25,51,8,41
2017-04-16,22,44,55,17,20,29,38,33,25,39,18,35,34,17,53,11,0,14,39,35,0,23,0,23,25,19,37,34,23,0,18,0,43,29,63,20,0,40,60,18,29,45,53,16,35,58,0,35,68,34,26,0,29,14,42,44,22,22,53,25,25,22,44,0,9,40,15,36,0,0,43,22,18,34,25,43,16,43
2017-04-23,22,0,43,51,19,71,55,0,16,25,0,23,33,17,15,11,0,11,34,34,0,23,0,0,37,18,36,0,33,18,17,0,28,0,37,19,20,39,19,18,26,0,35,32,0,57,0,34,34,0,21,10,29,14,27,43,0,43,37,37,25,22,66,0,9,36,15,32,0,21,32,21,18,0,25,62,15,50
2017-04-30,0,22,54,17,29,52,28,16,16,26,0,44,39,33,40,23,0,9,51,17,0,23,23,23,0,27,46,30,23,59,0,14,24,29,38,20,20,20,20,36,39,27,53,16,0,29,74,21,0,34,21,10,29,23,23,29,33,45,59,62,0,22,22,35,23,39,30,21,22,0,65,21,24,33,0,51,10,51
2017-05-07,34,37,22,17,26,40,29,0,25,32,27,27,26,0,46,35,0,14,65,17,0,24,0,23,0,37,0,46,23,18,0,0,34,29,28,0,21,27,40,0,30,18,54,33,26,35,45,42,35,35,43,21,44,14,37,81,22,0,68,0,26,22,22,0,18,52,28,22,21,0,22,0,0,34,0,60,12,26
2017-05-14,48,47,39,37,42,35,61,0,18,21,38,44,36,0,41,0,4,10,48,19,0,0,0,25,27,20,0,24,48,29,0,0,0,0,27,21,32,36,21,20,21,19,0,17,19,43,0,22,37,0,22,0,0,50,45,55,24,36,40,27,0,0,24,38,0,29,26,80,23,23,23,23,29,0,0,51,12,37
2017-05-21,24,56,48,19,0,50,31,27,18,35,19,64,36,54,33,12,0,11,21,38,0,25,25,25,27,20,40,25,41,58,19,16,47,47,20,43,22,22,0,40,35,19,39,35,19,38,0,38,0,0,11,0,32,35,30,60,57,24,37,27,27,36,48,0,10,43,30,23,0,47,23,23,29,0,27,62,16,19
2017-05-28,25,36,24,29,33,65,42,37,18,21,20,26,28,18,46,13,4,20,38,29,0,26,26,0,69,61,20,25,0,46,0,0,69,95,28,22,44,44,22,0,22,0,20,27,19,29,50,15,38,38,17,0,0,31,41,73,37,25,29,28,55,24,24,39,10,30,20,24,48,0,72,0,20,0,28,54,15,75
2017-06-04,0,35,35,37,21,52,46,0,36,27,19,28,36,18,37,24,0,8,55,19,0,0,0,0,27,20,20,36,24,47,38,15,31,31,47,0,21,43,0,19,21,38,19,35,18,56,95,37,37,0,100,0,0,45,40,39,36,48,40,54,27,36,24,38,10,68,16,69,0,0,34,23,0,0,36,60,17,24
2017-06-11,48,47,24,56,21,42,0,18,18,21,29,38,30,0,49,12,0,19,37,19,0,25,25,38,0,30,27,49,24,32,0,0,36,62,30,0,21,43,0,20,52,38,19,23,0,43,0,38,55,37,28,0,31,37,40,71,24,24,24,0,0,24,24,38,10,69,20,23,0,0,23,0,29,0,54,58,14,18
2017-06-18,23,23,0,0,20,21,30,17,70,40,0,56,26,0,48,0,0,16,76,18,0,24,0,0,52,0,19,59,48,28,0,30,75,30,40,21,21,31,0,0,48,0,19,34,18,18,47,0,54,36,22,11,0,29,44,34,23,47,47,26,53,23,23,0,14,57,24,22,0,0,23,23,66,35,35,41,17,54
2017-06-25,33,49,24,29,22,44,32,0,37,43,46,46,37,19,30,13,4,10,53,0,26,43,26,52,0,21,0,38,38,69,20,0,53,53,84,22,33,33,0,20,22,20,40,24,58,39,0,16,0,0,12,0,81,62,36,49,0,33,29,0,28,25,0,39,15,68,34,40,24,24,24,24,100,37,28,59,20,48
2017-07-02,38,59,50,20,0,45,32,19,39,15,20,34,26,20,59,0,0,7,29,20,0,40,0,40,29,0,43,0,0,41,0,0,50,66,54,0,23,38,0,0,37,31,61,19,20,30,0,16,0,40,12,12,33,56,48,51,38,52,82,58,43,0,25,61,31,60,49,49,0,25,25,0,21,38,29,49,6,39
2017-07-09,25,48,24,38,22,43,31,18,0,21,19,78,43,36,41,17,0,18,33,19,0,0,0,0,27,61,20,37,41,58,0,0,21,63,52,43,0,36,0,0,21,0,38,18,19,31,0,23,74,75,0,11,48,45,81,64,24,49,29,27,0,24,24,38,10,53,50,23,0,0,63,24,29,0,41,53,14,56
2017-07-16,24,84,36,19,22,54,0,36,27,28,19,39,55,0,25,13,0,11,80,19,0,26,26,51,55,0,20,75,50,71,0,0,21,32,41,0,0,33,0,0,21,19,29,27,19,25,49,46,38,0,40,0,0,25,51,85,24,0,49,27,27,0,24,0,25,74,30,47,0,0,36,36,52,0,27,51,17,25
2017-07-23,24,40,48,0,21,57,31,37,18,42,26,48,27,18,66,25,0,14,23,38,0,26,51,26,0,20,40,25,24,39,0,0,26,32,41,0,22,36,22,0,21,38,19,26,19,44,98,30,74,38,0,11,32,30,40,60,48,48,45,0,0,24,24,76,10,36,33,23,0,0,35,23,29,0,0,65,10,47
2017-07-30,23,46,69,37,21,42,30,18,18,27,19,28,18,24,48,0,0,15,54,18,0,25,25,37,26,20,0,36,36,44,38,15,40,30,59,0,0,35,0,19,41,0,19,17,54,49,0,44,0,0,27,16,0,19,44,46,23,23,43,26,39,23,47,56,24,61,29,23,23,0,23,0,19,53,0,60,8,36
2017-08-06,35,46,57,18,31,51,59,0,17,34,0,37,26,26,56,0,0,16,54,18,0,49,24,49,39,0,39,24,47,0,0,0,30,30,79,21,42,21,21,0,41,37,65,51,0,27,47,29,36,0,27,0,30,58,58,61,35,0,63,0,26,23,35,37,19,38,29,45,0,0,22,0,37,0,26,46,17,30
2017-08-13,47,35,58,37,21,31,0,0,0,54,38,56,35,0,60,12,0,11,36,37,0,25,0,25,0,0,20,48,24,19,0,0,30,30,20,21,0,0,0,38,20,19,0,17,37,64,47,22,0,72,22,0,0,22,78,39,24,35,18,26,35,23,23,37,10,45,19,23,23,0,23,0,19,36,26,53,9,27
2017-08-20,23,45,0,18,40,50,29,0,0,20,18,46,34,17,55,23,0,7,44,27,0,48,0,24,77,19,38,23,23,18,0,0,20,0,29,0,0,21,0,56,40,36,18,28,0,30,46,21,0,0,16,0,0,33,36,68,23,23,42,26,0,0,23,36,9,31,24,22,22,0,33,0,0,35,51,59,18,18
2017-08-27,34,37,45,35,30,53,29,17,0,20,18,66,60,34,43,29,0,14,26,36,0,24,0,24,26,19,38,23,46,27,18,0,24,88,32,0,20,41,0,19,26,54,18,22,18,53,46,28,35,0,11,11,30,28,52,34,23,30,46,0,51,0,34,36,9,50,25,44,0,0,22,0,27,0,0,60,10,41
