date,recycle Aerosol Cans - Full,recycle Alkaline Batteries,recycle Aluminum Foil,recycle Antifreeze,recycle Asphalt,recycle Auto Parts,recycle Brick,recycle Brush,recycle CD Cases,recycle CDs,recycle Cables,recycle Car Batteries,recycle Carpet,recycle Cassette Tapes,recycle Cell Phones,recycle Chip Bags,recycle Christmas Trees,recycle Clothing,recycle Concrete,recycle Cooking Oil,recycle Cookware,recycle Corks,recycle Corrugated Cardboard,recycle Crayons,recycle DVDs,recycle Dirt,recycle Doors,recycle Envelopes,recycle Eyeglasses,recycle Fabric,recycle Fire Extinguishers,recycle Floppy Disks,recycle Fluorescent Tubes,recycle Gasoline,recycle Hair,recycle Halogen Bulbs,recycle Hard Drives,recycle Hardware,recycle Heaters,recycle Leaves,recycle Lithium Batteries,recycle Lumber,recycle Magazines,recycle Mattresses,recycle Microwaves,recycle Motor Oil,recycle Nail Polish,recycle Newspaper,recycle Office Paper,recycle Oil Filters,recycle Pallets,recycle Paper Cups,recycle Phone Books,recycle Pizza Boxes,recycle Printers,recycle Propane Tanks,recycle Refrigerators,recycle Sand,recycle Shoes,recycle Small Appliances,recycle Smoke Detectors,recycle Steel Cans,recycle Stone,recycle Tablets,recycle Tile,recycle Tires,recycle Toner Cartridges,recycle Tools,recycle Toothbrushes,recycle Toothpaste Tubes,recycle Toys,recycle Transmission Fluid,recycle Trophies,recycle Vehicles,recycle Water Filters,recycle Windows,recycle Wood,recycle Yard Waste
2017-09-03,22,33,22,52,39,49,43,17,0,32,0,18,34,0,23,11,4,14,39,17,23,23,23,23,0,19,19,0,45,59,0,14,62,58,38,0,20,80,20,27,20,0,18,16,17,17,45,28,0,34,37,0,0,42,46,66,67,34,34,25,25,0,0,35,9,58,24,43,0,21,22,0,27,0,25,46,19,23
2017-09-10,22,44,65,17,19,45,0,17,17,32,35,29,22,17,45,15,4,10,55,34,0,23,0,0,50,18,18,45,34,18,18,14,57,29,28,20,20,53,0,18,0,0,44,0,34,40,44,14,0,0,0,0,0,14,51,22,0,22,22,25,25,22,0,35,0,57,33,43,43,21,36,0,18,0,50,62,10,43
2017-09-17,0,22,44,17,20,39,56,17,17,25,26,35,25,0,53,11,0,19,34,17,0,23,0,23,0,18,0,45,22,23,0,29,43,29,28,20,20,0,0,18,19,18,53,48,26,34,44,34,34,0,21,0,58,37,41,22,22,33,30,25,0,22,0,0,9,42,24,21,0,21,32,21,0,0,50,67,12,51
2017-09-24,0,29,22,52,20,20,29,17,17,26,18,36,34,33,46,11,4,8,26,35,23,0,24,0,25,19,0,46,46,30,0,0,19,29,28,0,20,27,30,0,30,18,27,16,0,41,0,28,35,0,32,0,29,14,35,52,23,22,45,51,0,33,45,35,9,40,37,43,0,43,54,0,36,34,25,58,10,34
2017-10-01,22,58,22,0,0,32,28,17,0,13,18,47,0,0,49,0,4,9,25,34,0,23,23,46,25,37,18,22,30,18,18,14,47,57,19,20,20,20,20,18,19,35,18,32,17,51,0,14,34,34,21,0,29,32,41,65,22,22,30,49,25,44,33,0,0,45,27,0,0,0,57,0,18,33,50,71,6,34
2017-10-08,44,29,22,17,19,19,56,0,16,31,35,64,16,16,19,11,4,10,17,17,0,23,23,23,0,18,27,33,22,52,17,14,42,28,55,0,20,39,20,18,57,0,17,24,17,17,44,27,0,0,20,0,29,41,27,36,33,22,44,0,0,22,22,35,9,81,27,21,0,42,0,0,0,33,25,57,11,17
2017-10-15,0,66,44,52,49,29,0,0,0,19,18,53,28,17,46,23,0,10,19,26,0,31,0,23,0,19,18,45,23,27,0,0,36,57,28,0,20,50,0,0,29,0,36,32,17,29,0,14,0,34,10,10,0,21,32,33,45,22,52,50,25,22,22,35,9,37,21,0,0,0,21,0,18,0,25,57,15,34
2017-10-22,0,32,22,17,19,29,42,25,16,25,26,29,28,17,60,11,0,10,30,34,0,23,23,0,0,18,36,22,22,29,17,0,28,28,25,20,20,40,0,36,45,18,52,16,0,34,0,0,34,34,10,0,0,34,46,22,22,33,30,37,0,22,22,0,9,54,39,21,0,21,28,0,0,0,0,60,10,17
2017-10-29,44,44,44,34,19,39,0,33,0,38,17,35,44,17,38,11,4,13,19,17,23,23,0,0,37,19,37,30,67,35,18,0,38,29,31,20,20,30,0,27,39,18,18,16,17,46,67,28,34,34,41,0,29,41,62,44,45,55,41,25,41,0,33,35,9,30,33,36,0,22,21,0,18,0,50,60,10,23
2017-11-05,21,57,35,17,19,57,37,16,16,37,17,17,24,0,33,0,0,11,19,42,23,68,0,23,24,18,0,22,44,40,17,14,32,28,30,19,19,52,19,53,47,17,26,0,33,45,43,27,33,33,0,0,0,22,49,21,22,22,29,36,0,0,21,0,9,32,27,31,21,0,42,0,29,33,24,61,11,33
2017-11-12,0,53,43,25,38,25,27,0,32,25,17,51,41,16,81,22,4,15,17,51,0,45,23,34,0,18,27,22,22,43,17,14,46,56,24,0,19,52,19,26,28,35,43,21,17,42,0,54,33,33,30,0,28,40,54,35,22,0,29,24,24,0,21,0,9,29,32,21,21,0,42,0,0,0,24,35,14,22
2017-11-19,23,34,92,36,31,41,30,17,0,20,28,25,47,26,20,0,8,11,27,73,0,24,0,24,0,0,19,24,24,37,0,0,35,30,20,21,21,42,0,19,41,19,28,17,36,79,47,15,0,36,11,0,0,29,36,38,35,23,35,26,26,0,46,37,10,51,16,45,23,0,38,22,25,0,26,40,14,30
2017-11-26,32,31,42,33,0,19,54,16,0,24,17,34,27,0,51,0,6,9,37,50,22,22,22,0,48,18,0,22,43,34,17,0,37,28,24,19,19,70,19,0,25,0,68,23,0,17,43,27,65,0,10,0,0,40,31,21,21,21,47,24,0,21,21,34,13,32,22,0,21,0,27,0,26,0,40,45,13,44
2017-12-03,22,32,43,17,19,38,27,0,32,19,34,34,16,16,52,11,7,12,25,17,0,23,0,22,24,0,0,22,0,26,34,0,23,28,46,0,78,48,19,35,19,17,26,16,34,34,0,27,0,0,20,10,0,40,36,32,22,29,29,36,24,22,21,34,9,41,30,0,0,0,42,0,0,33,0,52,10,50
2017-12-10,33,54,64,34,38,32,42,16,0,38,17,26,27,25,50,0,6,8,44,34,23,23,23,23,24,0,0,33,44,52,0,14,23,0,31,0,0,29,0,27,38,0,18,16,0,34,44,27,0,34,10,10,0,27,41,29,22,55,37,25,0,22,22,35,9,54,27,42,0,21,21,0,17,49,25,59,4,33
2017-12-17,0,46,46,18,0,34,29,0,0,27,37,18,35,0,44,0,8,7,22,0,0,24,0,37,26,0,0,24,0,0,0,0,30,30,26,31,0,35,21,19,41,0,37,26,18,24,71,29,0,54,22,11,31,44,48,46,23,0,51,26,0,0,23,0,10,29,24,23,23,0,45,0,19,0,26,43,16,18
2017-12-24,25,74,25,49,0,22,64,19,19,22,30,27,25,19,51,0,59,9,29,49,0,35,26,0,0,21,21,39,25,60,0,65,49,33,64,45,38,23,0,21,22,20,20,37,0,33,50,0,76,0,23,12,33,63,39,25,38,25,55,28,28,25,50,40,17,38,21,24,24,0,57,24,20,0,28,38,10,0
2017-12-31,23,45,30,18,40,60,0,0,17,39,18,36,43,34,58,0,73,8,39,35,0,72,24,71,77,19,28,58,23,66,18,0,34,0,19,0,20,54,41,0,46,18,55,33,18,29,46,21,35,35,0,0,0,35,33,22,23,0,53,25,38,0,23,36,9,19,50,0,66,0,55,0,45,34,25,52,11,26
2018-01-07,43,50,35,17,28,28,27,32,16,19,17,40,32,16,22,0,36,14,31,50,0,38,23,23,0,0,18,33,29,60,17,0,42,56,45,19,19,52,19,18,19,0,60,16,17,17,87,27,33,0,30,0,28,40,58,42,22,0,40,48,24,0,43,0,9,41,21,42,0,21,21,21,17,0,36,49,14,17
2018-01-14,0,71,57,42,19,19,28,0,0,38,23,23,49,24,33,11,7,10,21,17,23,68,23,23,61,18,18,29,22,46,17,0,61,0,43,19,20,59,19,18,38,17,43,32,34,45,0,27,0,34,30,10,0,27,54,21,22,0,47,37,36,22,43,69,9,30,22,21,21,21,42,21,17,0,73,55,5,17
2018-01-21,21,53,56,25,28,38,0,24,16,37,34,40,21,0,33,11,7,15,33,33,22,0,0,22,0,18,18,22,22,34,0,14,37,28,30,19,0,26,19,0,19,26,34,0,17,41,43,27,0,33,15,0,28,53,27,0,21,32,50,24,71,21,43,51,18,20,32,31,21,0,51,0,17,32,24,45,9,16
2018-01-28,0,42,77,17,28,75,27,32,0,12,17,22,40,16,36,0,4,17,37,50,22,0,22,22,24,18,18,22,22,23,17,0,41,27,36,0,19,67,0,0,31,0,76,23,16,33,43,27,49,0,10,0,28,26,53,0,28,21,36,48,24,21,42,34,13,32,35,21,20,20,27,21,17,32,24,55,18,16
2018-02-04,21,48,41,16,19,31,45,31,32,36,33,33,37,0,36,11,0,8,36,49,0,22,22,22,24,35,0,0,21,39,0,14,45,27,45,19,19,0,19,17,28,17,34,31,0,25,0,20,32,43,10,15,28,57,35,21,21,21,46,24,47,21,31,34,9,58,20,41,0,20,20,20,34,0,63,41,8,16
2018-02-11,0,49,0,0,19,28,27,16,16,31,25,17,37,16,36,11,0,12,21,17,0,37,22,22,24,0,18,29,29,34,0,14,50,27,27,0,19,19,19,0,19,17,17,15,25,25,43,20,33,0,20,0,28,40,66,28,32,21,50,0,24,21,21,34,9,29,32,27,0,21,21,0,51,0,24,42,6,16
2018-02-18,21,28,52,33,25,56,27,0,48,37,17,22,27,16,51,11,4,22,41,17,0,22,22,0,24,0,18,65,36,45,0,0,34,41,36,19,29,38,19,17,37,17,51,23,25,22,43,13,0,33,10,0,0,40,35,42,21,21,39,48,24,21,21,0,9,29,32,20,20,21,31,0,34,32,24,41,9,33
2018-02-25,42,83,62,16,28,31,27,0,0,12,17,50,32,0,47,11,4,7,28,33,0,22,22,0,24,18,26,32,54,17,0,0,32,27,36,19,0,38,0,0,43,17,25,15,0,49,0,26,32,32,20,10,27,33,31,0,21,21,42,24,0,21,31,0,9,52,40,41,41,0,60,0,17,0,0,53,8,33
2018-03-04,21,42,77,33,0,65,27,16,0,85,34,34,24,16,33,0,0,6,18,50,0,33,0,0,0,18,18,32,43,39,17,0,34,69,30,0,0,38,0,35,31,17,76,15,0,49,43,0,32,0,20,10,27,40,44,21,21,21,43,36,24,0,21,0,17,49,17,81,20,0,27,0,17,32,40,46,11,43
2018-03-11,0,49,35,25,38,62,27,16,16,37,17,28,48,0,22,14,0,6,33,25,0,45,22,22,24,18,18,22,36,51,17,14,36,0,54,0,0,29,19,0,28,25,25,15,22,16,0,13,65,33,15,0,55,20,18,31,21,32,57,36,0,21,0,0,9,32,23,31,0,20,34,0,28,32,36,38,9,33
2018-03-18,21,21,32,34,19,57,27,0,16,19,43,34,24,0,29,11,0,17,25,25,23,45,0,22,24,18,27,29,22,34,17,0,28,28,27,0,0,45,19,18,38,17,34,16,17,28,0,27,0,33,10,10,0,45,40,21,29,22,29,24,24,0,21,68,9,44,35,41,31,21,41,0,52,32,24,48,15,49
2018-03-25,22,33,65,26,39,52,85,17,17,25,18,35,28,17,40,23,0,8,47,35,0,23,0,23,0,18,18,23,56,35,18,0,50,57,44,0,0,40,0,0,39,18,79,21,17,26,44,27,34,68,10,21,29,46,42,29,44,22,41,25,25,0,22,35,9,70,15,21,0,0,57,21,18,0,0,37,18,17
2018-04-01,22,43,29,17,19,29,0,0,25,50,17,35,38,0,30,11,0,10,31,34,0,0,0,0,0,55,18,22,30,61,17,0,47,56,37,0,20,26,20,0,32,35,35,0,17,51,44,20,34,0,15,10,29,23,41,32,22,22,51,33,0,65,22,35,9,63,39,28,0,0,42,21,61,33,49,39,12,28
2018-04-08,22,43,28,34,38,57,28,24,16,43,34,34,32,16,59,11,0,19,50,42,0,23,0,23,49,18,18,22,33,17,17,14,14,70,37,19,19,39,19,18,50,17,34,31,25,34,44,27,0,33,25,20,42,18,36,42,22,22,33,24,0,21,21,0,18,35,27,42,0,28,42,31,35,33,24,59,19,17
2018-04-15,32,49,21,33,19,31,0,32,16,86,17,34,37,16,62,22,4,22,37,0,0,56,22,45,0,0,36,0,22,34,17,0,46,0,42,38,0,19,19,17,50,0,68,41,22,33,43,13,33,33,20,0,0,22,36,63,21,28,68,24,0,0,0,34,20,44,26,41,42,0,41,0,17,65,24,44,7,33
2018-04-22,21,32,49,17,38,47,41,16,16,19,26,28,48,33,59,11,0,14,54,17,22,23,23,0,24,18,18,33,22,43,0,0,51,42,18,0,29,39,38,0,38,17,34,31,17,67,43,27,33,33,20,10,28,40,58,85,22,43,43,36,24,32,32,69,9,68,35,41,0,0,63,0,52,43,48,43,12,33
2018-04-29,33,42,21,17,19,28,28,0,16,37,17,46,27,16,52,11,0,16,37,25,0,23,0,23,24,36,18,22,33,34,0,14,42,37,18,0,19,58,29,18,38,43,43,31,0,17,43,27,0,33,30,10,38,40,58,50,22,29,47,24,36,21,0,0,12,68,21,0,21,0,56,21,26,32,24,39,7,28
2018-05-06,43,32,43,25,32,38,27,48,16,31,23,46,32,16,37,15,4,10,33,34,0,23,0,45,0,36,18,33,22,26,51,14,37,37,0,0,19,58,19,35,31,17,26,31,17,67,0,20,33,0,20,10,0,22,47,21,29,43,47,72,24,0,22,0,9,68,24,42,21,0,35,31,23,33,32,44,11,33
2018-05-13,33,33,43,17,32,39,56,16,0,19,17,41,28,25,45,0,0,16,34,17,0,23,23,23,0,37,0,34,22,53,17,0,50,47,43,0,0,39,20,36,57,0,44,21,0,40,0,14,34,34,31,0,29,18,14,36,22,22,63,25,74,0,22,35,9,57,18,42,21,0,35,42,44,0,49,41,8,51
2018-05-20,37,44,67,26,20,59,28,25,17,77,18,36,23,17,27,17,0,21,56,26,0,24,0,47,50,19,19,23,23,18,18,15,58,73,63,0,0,61,20,18,52,18,18,38,0,41,45,21,0,0,31,10,29,23,35,100,56,22,72,25,50,34,22,35,14,49,31,44,22,0,33,0,0,34,42,71,15,26
2018-05-27,30,34,45,18,20,67,48,17,17,33,24,66,23,17,51,0,0,14,48,18,24,24,24,40,51,38,19,35,23,30,0,0,83,88,38,20,41,27,0,0,40,18,45,41,0,35,0,29,0,35,11,11,30,57,43,52,0,23,80,26,0,23,45,0,9,68,25,0,0,0,22,44,0,52,26,58,10,70
2018-06-03,22,81,55,35,20,66,71,50,33,39,36,42,34,17,38,0,0,12,60,26,0,0,24,24,25,25,19,34,46,18,0,0,72,29,47,0,0,60,20,0,26,18,63,33,35,41,45,42,34,35,11,0,0,42,65,44,23,23,64,25,0,22,22,70,9,43,31,43,22,22,65,22,27,0,42,47,12,40
2018-06-10,22,36,0,0,19,65,28,33,16,25,35,26,17,25,45,11,0,18,47,34,0,23,23,23,25,37,18,52,30,35,0,0,76,28,56,0,20,39,0,36,39,18,35,32,23,34,44,28,34,0,21,10,0,23,32,33,33,33,67,0,25,22,22,0,9,51,33,32,0,0,28,28,35,33,0,36,14,51
2018-06-17,0,45,37,18,20,40,29,34,17,39,18,45,34,26,50,12,0,9,30,44,24,24,0,0,51,19,19,23,31,27,0,0,53,29,57,0,0,20,41,0,59,18,36,16,0,35,0,14,35,35,11,0,0,28,52,33,23,30,95,25,25,0,23,36,9,56,31,33,0,0,36,22,27,0,25,42,10,35
2018-06-24,30,22,30,0,30,30,58,17,17,46,18,42,34,0,39,12,0,10,57,27,0,40,0,48,26,38,38,39,70,24,18,0,25,29,39,20,0,41,0,0,27,18,18,22,30,41,0,14,35,35,16,0,0,52,38,45,23,46,42,26,26,23,0,0,19,50,41,44,22,22,22,0,18,0,0,43,13,29
2018-07-01,35,39,58,28,31,55,30,0,18,47,19,37,18,18,32,18,4,12,63,46,0,61,25,25,79,20,20,40,24,31,0,0,71,30,33,21,32,35,0,38,62,19,47,26,18,73,47,22,36,36,27,16,0,29,44,54,55,24,83,39,53,24,23,74,10,38,26,45,0,0,23,23,28,35,27,34,17,27
2018-07-08,0,52,66,18,20,33,29,50,17,45,18,27,22,17,61,17,0,15,78,35,47,24,0,23,38,19,19,80,34,36,0,15,58,58,38,20,0,27,0,0,58,18,72,24,17,41,44,42,34,0,21,31,30,42,37,52,23,45,57,34,51,22,22,47,9,55,25,22,22,22,44,33,27,100,25,45,16,34
2018-07-15,23,60,34,27,20,34,0,17,17,26,37,27,43,0,35,18,4,12,44,36,0,24,24,24,0,19,29,31,23,55,18,15,44,45,39,0,41,28,0,19,47,36,18,33,36,66,62,14,0,71,21,22,30,43,29,68,46,23,50,26,0,23,34,55,24,47,35,44,0,22,22,30,28,0,26,46,19,36
2018-07-22,34,45,68,36,30,60,29,17,17,33,18,48,26,0,66,12,4,17,57,18,24,24,0,48,52,0,19,47,23,30,0,0,22,30,39,0,21,41,0,0,33,18,46,17,27,30,46,22,35,35,16,0,30,29,43,45,23,38,50,26,39,0,23,36,9,56,44,0,22,0,44,22,55,35,34,36,11,29
2018-07-29,34,45,22,35,30,50,29,17,17,39,0,66,34,25,50,12,4,18,39,18,0,36,0,24,25,19,28,69,35,63,18,15,44,29,38,61,0,20,20,0,39,36,72,49,23,35,45,28,35,0,21,0,0,38,42,33,23,0,49,51,25,0,22,36,9,62,46,0,0,0,66,22,18,0,38,43,11,26
2018-08-05,23,52,52,44,20,59,72,0,0,32,18,36,34,0,38,17,0,14,35,26,0,23,0,23,0,19,19,61,30,30,18,15,68,44,51,0,20,41,20,0,65,18,90,33,17,26,45,28,0,0,26,21,29,51,42,67,23,45,76,38,25,0,33,48,14,37,21,44,33,0,29,22,18,0,50,50,11,29
2018-08-12,57,45,23,35,20,20,58,17,25,26,18,36,17,17,43,29,0,9,26,18,24,24,0,72,0,19,19,0,31,36,27,15,64,29,48,21,21,34,0,0,100,0,37,0,18,53,46,43,0,0,11,0,0,42,52,45,23,0,46,51,0,23,38,36,16,53,31,22,0,0,33,22,18,0,38,62,20,41
2018-08-19,23,45,30,27,20,47,29,17,17,33,18,54,43,34,46,12,0,12,59,18,0,24,0,24,64,0,19,35,69,27,0,15,49,29,67,0,20,20,20,37,20,0,54,66,0,71,0,57,35,35,43,0,30,35,33,34,34,92,38,34,25,23,23,36,9,56,25,44,22,22,37,0,24,34,26,37,12,35
2018-08-26,22,29,37,35,20,49,57,17,33,39,27,35,28,17,42,11,4,10,60,17,24,47,0,47,0,19,19,46,45,36,27,14,43,29,25,20,20,33,0,0,33,36,36,16,0,41,45,21,34,0,31,10,29,28,63,33,22,22,90,50,25,22,22,0,18,49,23,43,43,22,43,22,36,68,50,47,8,52
2018-09-02,37,54,33,52,20,29,42,16,17,13,18,35,33,33,57,11,0,17,26,17,0,23,0,23,25,37,37,23,30,29,18,14,24,29,38,20,0,40,30,18,39,35,18,32,34,40,44,14,34,0,21,10,0,41,28,51,22,22,78,25,25,0,22,0,9,64,18,43,21,0,21,0,18,0,33,50,9,28
2018-09-09,21,42,53,17,19,50,55,16,0,37,34,42,27,0,44,11,0,22,25,25,0,23,22,22,24,54,24,43,22,51,17,0,32,41,55,19,0,38,0,0,37,0,34,31,17,44,0,13,33,66,10,10,0,49,53,32,21,21,43,24,24,0,32,34,12,76,35,41,0,0,28,0,26,0,24,41,10,33
2018-09-16,22,57,43,25,0,25,28,0,24,13,35,29,33,16,41,0,0,11,44,34,0,0,0,0,25,18,18,29,33,52,26,14,33,28,28,19,0,68,19,35,38,17,26,24,17,39,44,0,33,34,0,10,0,27,27,32,22,22,73,25,24,0,22,34,9,33,36,31,21,21,21,21,26,32,24,50,15,41
2018-09-23,22,54,21,25,19,48,0,16,0,25,0,26,25,16,26,11,0,8,34,17,0,23,23,46,24,18,0,22,22,23,17,0,51,28,68,39,20,26,20,18,44,35,35,32,25,39,0,14,0,67,25,10,0,27,27,36,0,22,59,24,37,22,43,35,0,54,21,0,42,0,32,21,26,0,41,44,6,22
2018-09-30,86,43,64,17,32,39,28,0,16,13,0,29,66,0,45,17,4,15,34,17,23,34,23,0,24,18,27,22,0,26,0,14,61,28,37,20,19,39,0,0,38,17,0,16,17,68,44,27,33,34,20,0,43,32,23,43,22,22,51,33,37,22,0,0,9,48,45,21,42,0,21,42,53,0,49,37,14,22
2018-10-07,44,43,22,26,0,58,28,41,16,19,18,44,17,0,64,11,0,15,38,34,23,23,35,23,25,18,0,37,45,23,18,0,19,43,28,0,20,20,20,18,19,18,53,16,17,34,0,27,34,0,26,10,29,32,37,87,22,33,74,0,0,0,44,35,9,33,27,21,0,21,21,21,18,0,37,42,14,42
2018-10-14,22,65,54,0,32,71,0,16,0,38,17,52,17,17,39,22,4,8,38,34,0,23,23,0,49,28,24,67,22,18,0,14,52,29,47,0,0,33,40,0,39,18,35,24,35,17,0,14,0,34,10,0,29,23,32,55,22,22,52,37,25,22,0,0,9,45,23,21,0,21,21,21,18,33,50,44,8,17
2018-10-21,22,72,54,34,19,71,28,0,16,19,17,61,41,0,34,11,0,15,42,0,0,23,0,0,0,18,36,33,0,52,17,14,35,28,25,0,0,33,0,45,38,17,35,16,17,45,0,55,33,0,10,20,29,14,32,32,22,22,33,25,37,0,33,35,9,48,21,32,21,0,32,42,18,0,0,39,11,28
2018-10-28,89,55,33,26,0,39,56,0,17,32,26,18,33,17,46,11,0,14,38,0,23,23,23,0,25,18,19,23,23,30,18,0,38,29,38,20,0,33,20,36,45,35,0,16,35,35,0,14,51,0,16,10,0,49,46,36,22,22,34,25,25,22,22,35,9,46,21,43,64,0,21,0,18,34,25,43,4,34
2018-11-04,63,51,41,32,0,37,27,0,16,54,33,41,39,24,46,11,4,8,36,49,22,58,22,22,0,0,17,21,32,50,17,0,63,27,27,37,0,38,19,26,27,25,17,30,0,32,0,20,32,32,10,10,55,13,52,20,21,28,63,39,23,21,62,50,9,43,26,20,0,0,20,20,17,0,23,42,6,32
2018-11-11,22,50,43,34,0,32,28,32,33,25,17,17,32,33,48,11,6,12,37,34,0,91,0,67,24,0,0,44,44,34,17,28,19,28,24,20,0,58,20,53,66,0,17,21,17,25,44,14,33,0,0,10,28,34,54,32,22,0,51,24,24,22,0,34,9,38,35,21,0,21,42,21,26,33,57,32,11,22
2018-11-18,23,53,23,18,20,27,29,17,17,33,18,27,40,0,43,0,5,11,27,36,24,24,24,36,0,0,19,31,23,37,0,29,69,45,48,21,21,31,20,38,40,18,37,17,18,45,46,14,0,0,27,0,30,29,21,45,23,46,62,43,77,23,0,36,9,19,13,44,0,22,55,22,28,0,0,29,10,35
2018-11-25,0,41,83,33,19,74,27,0,16,24,16,92,79,16,46,16,14,16,32,82,22,22,22,0,24,17,0,32,43,50,0,0,45,40,24,28,57,38,19,34,46,17,42,23,16,49,0,33,32,0,10,10,28,22,26,21,21,31,53,35,24,21,21,0,13,37,56,40,20,0,51,20,22,32,23,47,8,21
2018-12-02,21,63,35,50,0,44,0,16,16,49,17,34,16,16,40,11,11,9,49,42,22,45,22,22,24,18,18,43,51,51,0,0,55,0,45,29,0,19,0,26,28,0,26,21,17,100,0,20,0,0,20,10,0,27,22,21,21,21,43,24,24,21,32,0,13,29,26,41,21,21,21,0,52,0,24,37,6,16
2018-12-09,32,74,28,17,32,47,27,0,16,31,17,26,16,0,70,11,19,21,21,17,23,23,22,0,0,18,0,33,33,51,17,0,55,28,36,0,19,29,39,44,31,17,51,26,17,42,43,27,33,50,20,0,28,36,20,0,21,54,43,24,24,21,21,34,9,32,15,41,31,0,42,21,17,0,24,40,9,22
2018-12-16,0,58,36,17,19,33,0,17,0,13,18,41,17,17,61,11,11,14,13,26,23,35,0,23,25,18,0,90,45,18,0,14,50,0,56,20,20,33,20,27,58,18,71,27,17,63,0,42,34,34,21,10,29,46,55,22,22,33,30,25,25,22,22,35,9,30,21,32,21,0,43,21,45,33,50,32,7,34
2018-12-23,37,90,37,29,22,22,0,19,37,36,39,26,28,19,76,0,33,24,22,48,26,26,26,0,0,21,0,38,25,40,0,0,59,48,35,0,22,67,22,41,51,20,40,18,0,39,75,15,38,0,12,12,0,31,15,24,25,25,33,28,0,25,0,79,0,34,24,36,24,24,56,0,20,56,42,27,6,48
2018-12-30,46,76,46,18,20,51,0,17,52,40,28,31,35,0,39,12,100,20,27,18,24,48,24,24,39,19,0,71,55,25,18,15,50,30,65,0,21,28,21,38,40,18,18,17,0,18,0,43,35,36,22,11,0,38,43,38,23,23,70,26,35,0,0,0,9,32,32,34,34,22,37,22,0,0,65,38,25,18
2019-01-06,21,85,42,42,19,19,27,16,32,50,17,46,38,16,62,15,21,16,29,34,0,45,0,45,24,18,18,58,44,80,17,0,46,0,42,19,19,26,19,18,56,0,34,0,17,50,0,34,0,33,20,20,0,31,49,0,22,22,40,24,36,0,21,34,9,65,44,52,0,21,21,28,29,32,40,48,13,16
2019-01-13,32,55,21,16,0,37,54,16,16,42,17,0,47,21,54,0,11,25,45,25,0,22,0,29,70,18,0,64,29,42,17,13,32,27,36,19,19,44,19,26,73,33,33,15,0,27,42,33,32,54,20,10,28,13,52,21,32,21,46,48,24,21,21,33,20,40,43,34,20,20,47,20,25,0,24,41,7,16
2019-01-20,21,42,63,50,19,25,45,16,40,49,42,67,27,16,69,18,5,18,18,25,0,30,0,22,96,0,47,29,22,42,17,23,87,27,63,0,19,19,19,0,37,17,34,21,33,41,42,20,33,0,0,10,28,20,26,21,21,0,54,24,24,21,42,34,9,43,35,20,0,21,34,21,28,80,56,45,15,16
2019-01-27,42,48,31,66,18,43,27,31,55,30,33,33,31,0,25,11,7,17,24,0,0,44,22,22,0,0,17,50,42,22,0,14,22,54,24,0,0,19,19,17,36,17,50,15,33,32,0,26,32,0,20,19,0,61,26,21,21,21,42,0,35,0,41,33,9,34,26,40,20,20,50,0,42,0,23,43,10,16
2019-02-03,0,40,27,40,18,24,0,23,15,35,24,54,41,0,59,0,0,20,28,32,0,32,21,29,23,17,0,62,21,38,0,26,35,40,63,0,18,49,0,0,54,16,33,30,16,32,62,38,0,0,0,19,0,30,38,40,20,41,45,23,23,20,41,65,13,25,31,40,0,20,20,20,16,31,31,32,13,47
2019-02-10,28,48,41,0,18,30,26,0,15,36,25,16,39,16,42,16,4,10,24,32,22,43,22,22,0,17,17,42,53,16,16,13,53,0,17,19,0,28,19,17,48,0,50,30,40,27,42,52,0,0,10,0,27,56,30,41,0,21,45,23,23,0,21,33,13,34,31,20,20,0,30,0,17,0,0,43,11,27
2019-02-17,21,48,21,16,0,18,0,16,16,24,28,39,42,0,35,11,0,16,28,16,44,22,22,22,46,52,51,32,35,17,17,13,58,27,41,19,56,28,0,17,79,17,17,15,16,27,0,0,32,32,0,10,27,39,22,51,63,42,31,23,0,0,21,33,9,34,31,30,20,40,40,20,50,0,35,40,7,32
2019-02-24,31,27,20,32,27,27,26,15,15,41,16,32,46,0,45,0,4,16,47,32,0,43,0,21,35,0,17,21,31,27,16,0,35,26,35,0,19,37,0,25,72,0,49,15,0,37,0,64,31,32,29,19,54,25,43,27,21,21,24,0,35,0,62,0,17,42,36,20,0,0,39,20,16,31,31,46,10,47
2019-03-03,21,55,21,16,37,31,54,16,0,30,33,33,16,0,43,0,0,17,0,33,22,22,33,44,24,0,64,21,21,42,17,0,45,27,27,0,0,38,19,0,31,0,42,15,16,49,42,13,32,0,20,0,28,39,57,21,21,21,28,0,23,0,21,0,17,40,29,20,0,0,27,0,17,0,39,46,11,49
2019-03-10,21,42,42,50,19,47,28,0,16,12,34,40,21,0,51,11,0,16,33,17,0,44,0,23,0,18,18,87,22,40,17,41,41,55,55,0,0,38,0,0,25,0,26,16,0,28,43,20,33,0,20,15,28,49,31,42,0,43,43,0,24,43,21,0,9,47,29,21,21,20,41,21,0,0,24,28,15,16
2019-03-17,29,21,54,0,38,32,42,16,16,31,26,29,16,16,52,22,5,15,31,34,0,46,0,30,24,18,36,30,22,58,23,0,37,42,31,0,20,29,0,18,57,35,52,16,0,45,44,41,33,34,41,10,28,34,45,36,22,22,59,24,0,0,0,0,18,60,24,28,21,0,32,0,23,50,25,32,8,34
