date,recycle #1 Plastic,recycle #2 Plastic,recycle #3 Plastic,recycle #4 Plastic,recycle #5 Plastic,recycle #6 Plastic,recycle #7 Plastic,recycle Acids,recycle Adhesives,recycle Adult Toys,recycle Aerosol Cans - Full,recycle Air Conditioners,recycle Alkaline Batteries,recycle Aluminum Beverage Cans,recycle Aluminum Foil,recycle Aluminum Food Cans,recycle Aluminum Pie Plates,recycle Aluminum Trays,recycle Ammunition,recycle Antifreeze,recycle Arts and Crafts Supplies,recycle Asbestos,recycle Asphalt,recycle Audio Equipment,recycle Auto Bodies,recycle Auto Parts,recycle Baby Products,recycle Barbeque Grills,recycle Bicycles,recycle Bike Tires,recycle Branches,recycle Brick,recycle Brown Glass Beverage Containers,recycle Brown Glass Containers,recycle Brush,recycle Button Cell Batteries,recycle CD Cases,recycle CD Players,recycle CDs,recycle CFLs,recycle CRT Computer Monitors,recycle CRT Televisions,recycle Cables,recycle Calculators,recycle Candy Wrappers,recycle Car Batteries,recycle Car Fluids,recycle Carpet,recycle Carpet Padding,recycle Cassette Players,recycle Cassette Tapes,recycle Ceiling Tiles,recycle Cell Phone Accessories,recycle Cell Phones,recycle Ceramic Tile,recycle Chemistry Sets,recycle Chip Bags,recycle Christmas Trees,recycle Cigarettes,recycle Clear Glass Beverage Containers,recycle Clear Glass Containers,recycle Clothing,recycle Compostable Plastics,recycle Computer Peripherals - External,recycle Computer Peripherals - Internal,recycle Concrete,recycle Construction Debris,recycle Construction Materials,recycle Contaminated Soil,recycle Contaminated Wood,recycle Controlled Substances,recycle Cooking Oil,recycle Cookware,recycle Corks,recycle Corrugated Cardboard,recycle Crayons,recycle Curling Irons,recycle DVD Players,recycle DVDs,recycle Dehumidifiers,recycle Desktop Computers,recycle Digital Cameras,recycle Dirt,recycle Doors,recycle Drink Boxes,recycle Drink Pouches,recycle Electronic Servers,recycle Engine Degreasers,recycle Envelopes,recycle Exit Signs,recycle Explosives,recycle Eyeglasses,recycle Fabric,recycle Ferrous Metals,recycle Fertilizers,recycle Fire Extinguishers,recycle Flip-Flops,recycle Floppy Disks,recycle Fluorescent Tubes,recycle Freezers,recycle Gas/Oil Mixture,recycle Gasoline,recycle Gift Bags,recycle Glue Sticks,recycle Grass Clippings,recycle Green Glass Beverage Containers,recycle Green Glass Containers,recycle Gypsum Drywall,recycle HHW,recycle Hair,recycle Hair Dye,recycle Hair Spray,recycle Halogen Bulbs,recycle Hard Drives,recycle Hardware,recycle Hay,recycle Heaters,recycle Herbicides,recycle Holiday Greens,recycle Home Electronics,recycle Incandescent Lightbulbs,recycle Inkjet Cartridges,recycle Innertubes,recycle Insecticides,recycle Items Containing Mercury,recycle Kerosene,recycle LCD Computer Monitors,recycle LCD Televisions,recycle Lacquer,recycle Laptop Computers,recycle Latex Foam Pillows,recycle Latex Paint,recycle Lead Paint Chips,recycle Lead-acid Batteries - Non-automotive,recycle Leaves,recycle Linoleum,recycle Lithium Batteries,recycle Lithium-ion Batteries,recycle Lumber,recycle MP3 Players,recycle Magazines,recycle Manure,recycle Marine Batteries,recycle Mattresses,recycle Medical Equipment - Handheld,recycle Medical Equipment - Large,recycle Medical Sharps,recycle Medication Containers,recycle Medications,recycle Mercury Thermostats,recycle Metal Clothes Hangers,recycle Metal Paint Cans,recycle Metal Tags,recycle Microwaves,recycle Mixed Paper,recycle Motor Oil,recycle Motor Oil Containers,recycle Multi-wall Paper Bags,recycle Musical Instruments - Metal,recycle Musical Instruments - Non-metal,recycle Nail Polish,recycle Nail Polish Removers,recycle Neon Lights,recycle Newspaper,recycle Nickel-cadmium Batteries,recycle Nickel-metal Hydride Batteries,recycle Nickel-zinc Batteries,recycle Non-Organic Food Waste,recycle Nonferrous Metals,recycle Office Furniture,recycle Office Machines,recycle Office Paper,recycle Office Supplies,recycle Oil Filters,recycle Oil-Based Paint,recycle Pallets,recycle Paper Cups,recycle Paper Labels,recycle Paper Shredders,recycle Paper Sleeves,recycle Paperback Books,recycle Paperboard,recycle Perfumes,recycle Pesticide Containers,recycle Pesticides,recycle Phone Books,recycle Photographic Chemicals,recycle Pizza Boxes,recycle Plastic Bottle Accessories,recycle Plastic Buckets,recycle Plastic Cards,recycle Plastic Egg Cartons,recycle Plastic Furniture,recycle Plastic Packing Materials,recycle Plastic Paint Cans,recycle Power Tools,recycle Printers,recycle Projectors,recycle Propane Tanks,recycle Radiators,recycle Receivers,recycle Record Players,recycle Refrigerators,recycle Road Flares,recycle Roofing Materials,recycle Sand,recycle Sawdust,recycle Scanners,recycle Sealers,recycle Shingles,recycle Shoes,recycle Silver-oxide Batteries,recycle Six-pack Rings,recycle Small Appliances,recycle Smoke Detectors,recycle Solvents,recycle Sporting Goods,recycle Steel Cans,recycle Steel Lids,recycle Stone,recycle String Lights,recycle Stumps,recycle Surfboards,recycle Synthetic Cork,recycle Tablets,recycle Telephones,recycle Television Accessories,recycle Tennis Balls,recycle Tile,recycle Tires,recycle Toasters,recycle Toner Cartridges,recycle Tools,recycle Toothbrushes,recycle Toothpaste Tubes,recycle Toys,recycle Transmission Fluid,recycle Trophies,recycle Truck Tires,recycle Two-Way Radios,recycle Vehicles,recycle Video Game Cartridges,recycle Video Game Peripherals,recycle Video Tapes,recycle Vinyl Records,recycle Washer/Dryers,recycle Water Filters,recycle Weeds,recycle Wet-strength Paperboard,recycle Windows,recycle Wood,recycle Wood Chips,recycle Wood Furnishings,recycle Wood Stains,recycle X-rays,recycle Yard Waste,recycle Yoga Mats,recycle Zinc-air Batteries,recycle Zinc-carbon Batteries
2015-04-05,0,0,0,35,0,0,0,0,0,0,42,0,20,0,34,0,0,0,0,18,0,0,34,0,0,30,0,0,0,0,0,25,0,0,0,0,12,0,48,0,0,0,24,0,0,86,0,70,0,0,25,0,0,97,0,0,0,0,4,0,0,50,0,0,0,47,0,12,0,0,0,0,0,0,0,20,0,0,29,0,0,0,21,21,0,0,0,0,41,0,0,14,36,0,0,0,0,36,79,0,0,26,0,0,0,0,0,0,0,74,0,0,0,0,47,0,57,0,0,0,0,31,0,0,0,0,0,0,0,0,0,25,0,0,25,0,21,0,32,0,43,17,0,35,0,0,0,0,26,0,0,0,0,32,32,35,0,0,0,0,17,0,0,27,0,0,0,0,0,31,0,54,0,0,0,42,0,0,0,0,0,0,0,0,0,13,0,26,0,0,0,0,0,0,0,0,24,0,15,0,0,0,33,0,0,32,0,0,0,0,52,0,0,9,9,0,0,19,0,32,0,0,0,0,35,0,0,0,37,68,0,72,64,0,13,59,0,17,0,0,0,0,0,35,0,0,1,0,0,68,64,0,0,0,0,51,0,0,0
2015-04-12,35,0,0,35,69,39,0,39,0,0,30,0,20,0,30,0,0,0,0,18,0,0,25,0,0,40,0,0,0,0,0,18,0,0,28,0,24,0,43,0,0,0,36,0,0,35,0,35,0,0,12,0,0,56,0,0,3,0,0,0,0,73,0,0,0,58,0,0,0,0,0,47,0,16,0,19,0,0,38,0,21,0,21,28,0,0,0,0,0,0,0,27,44,0,0,0,0,0,35,0,0,0,50,0,0,0,0,0,0,56,0,0,19,37,19,0,37,0,0,0,0,63,0,0,0,0,0,0,0,40,0,0,0,0,50,0,31,0,21,0,63,17,0,34,0,0,0,0,26,0,0,0,0,32,0,43,0,0,0,0,16,0,0,54,0,0,0,0,0,59,0,0,0,36,0,54,36,0,0,0,42,0,0,0,0,13,0,26,0,0,48,0,48,0,0,0,38,0,14,0,0,0,0,0,0,43,0,0,0,0,39,0,0,21,9,0,0,19,0,38,0,0,0,0,23,0,0,0,9,67,0,54,29,12,12,50,0,17,0,0,34,0,0,35,0,0,1,0,0,70,100,0,0,0,0,25,0,0,0
2015-04-19,0,0,0,0,35,39,0,39,0,0,30,0,47,0,60,0,0,0,0,27,0,0,25,0,0,50,0,0,0,0,46,18,0,0,37,0,23,0,43,0,0,0,48,0,0,41,0,48,0,0,24,0,0,52,0,0,3,0,3,0,0,29,0,0,0,31,0,0,0,0,0,15,0,23,0,38,0,0,19,0,21,0,28,32,0,0,0,0,20,0,0,18,49,0,0,17,0,17,87,0,0,25,0,0,0,0,0,0,0,45,0,0,0,0,50,0,37,0,0,0,0,63,0,0,0,0,0,0,0,0,0,50,0,0,42,0,42,0,21,0,63,17,0,17,0,0,0,0,26,0,0,0,0,0,0,68,0,0,0,0,16,0,0,75,0,0,0,0,0,0,0,27,0,0,0,42,36,0,0,0,0,41,0,0,0,13,0,20,0,0,48,0,48,0,0,0,62,0,29,0,0,0,32,0,0,64,0,0,0,0,60,0,0,9,9,0,0,19,0,38,0,0,0,0,0,0,0,0,9,82,0,29,25,0,25,28,0,17,0,0,34,0,0,34,0,0,2,0,0,70,88,0,0,0,0,57,0,0,0
2015-04-26,35,0,0,0,0,39,0,0,0,0,61,0,51,0,51,0,0,0,0,28,0,0,59,0,0,61,0,0,0,0,19,0,0,0,19,0,28,0,48,0,0,0,24,0,24,49,0,35,0,0,12,0,0,65,0,0,4,4,0,0,0,50,0,0,0,55,0,12,0,0,0,24,0,0,0,19,0,0,0,0,0,0,21,43,0,0,0,0,20,0,0,54,27,0,0,0,0,27,41,0,0,25,0,0,0,0,0,0,0,40,0,0,28,19,32,0,38,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,25,0,21,0,21,0,35,0,0,35,0,0,0,0,26,0,0,0,0,33,33,40,0,0,0,0,16,0,0,81,0,0,0,0,0,30,0,41,0,27,0,48,36,0,0,0,42,42,0,0,0,13,0,40,0,0,49,0,49,0,0,0,54,0,44,0,0,0,22,0,0,44,0,0,0,0,46,0,0,9,0,0,0,38,0,38,0,0,0,0,0,0,0,0,31,80,0,55,25,0,13,42,0,34,0,0,0,0,0,53,0,0,0,0,0,67,66,0,0,0,0,50,0,0,0
2015-05-03,0,35,0,0,35,0,39,0,0,0,40,0,20,0,34,0,0,0,0,18,0,0,25,0,0,61,0,0,0,0,19,56,0,0,74,0,24,0,40,0,0,0,24,0,24,0,0,49,0,0,16,0,0,28,0,0,4,0,0,0,0,53,0,0,0,51,0,0,0,0,0,31,0,0,0,39,0,0,39,0,0,0,21,57,0,0,0,0,20,0,0,36,27,0,0,0,0,0,35,0,0,0,25,0,0,0,0,0,0,51,0,0,19,28,38,0,75,0,0,0,0,0,0,0,0,0,0,0,0,41,0,25,0,0,25,0,42,0,42,0,52,0,0,29,0,0,0,0,0,0,0,0,0,33,0,43,0,0,0,0,16,0,0,92,0,0,0,0,0,60,0,41,0,54,0,84,18,0,0,0,0,42,0,0,0,13,0,13,0,0,0,0,0,0,0,0,66,0,15,0,0,0,0,0,0,22,0,0,0,0,55,0,0,9,9,0,0,19,0,19,0,0,0,0,23,0,0,9,12,61,0,54,25,13,0,62,17,17,0,0,35,0,0,0,0,0,1,0,0,61,82,0,0,0,0,100,0,0,0
2015-05-10,0,0,0,0,0,0,0,39,0,0,41,0,30,0,34,0,0,0,0,18,0,0,38,0,0,0,0,0,0,0,28,18,0,0,37,0,18,0,71,0,0,0,36,0,24,49,0,63,0,0,18,0,0,80,0,0,4,0,0,0,0,38,0,0,0,62,0,12,0,0,0,55,0,0,0,19,0,0,29,0,0,0,28,42,0,0,0,0,20,0,0,33,36,0,0,26,0,17,26,0,0,75,0,0,0,0,0,0,0,56,0,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,38,0,0,42,0,32,0,21,0,57,0,0,17,0,0,0,0,26,0,0,0,0,32,0,29,0,0,0,0,24,0,0,91,0,0,0,0,0,30,0,27,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,43,0,29,0,0,0,22,0,0,32,0,0,0,0,66,0,0,9,9,0,0,25,0,47,0,0,0,0,23,0,0,0,14,58,0,71,21,12,0,28,0,17,0,0,0,0,0,35,0,0,0,0,0,60,89,0,0,0,0,33,0,0,0
2015-05-17,0,0,0,0,0,0,0,0,0,0,27,0,40,0,20,0,0,0,0,27,0,0,37,0,0,40,0,0,0,0,27,18,0,0,27,0,29,0,66,0,0,0,36,0,0,34,0,62,0,0,18,0,0,88,0,0,3,0,0,0,0,32,0,0,0,50,0,0,0,0,0,46,15,0,15,58,0,0,38,0,0,0,42,42,0,0,0,0,40,0,0,26,22,0,0,17,0,26,46,0,0,62,25,0,0,0,0,0,0,50,0,0,0,19,43,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,49,0,35,0,0,0,60,17,0,17,0,0,0,0,51,0,0,0,0,64,0,60,0,0,0,0,0,0,0,74,0,0,0,0,0,29,0,27,0,26,0,35,36,0,0,0,0,41,0,0,0,0,0,13,0,0,0,0,0,0,0,0,21,0,29,0,0,0,86,0,0,43,0,0,0,0,57,0,0,9,13,0,0,0,0,56,0,0,0,0,23,0,0,9,15,84,0,54,19,12,12,28,17,33,0,0,34,0,0,34,0,0,0,0,0,73,65,0,0,0,0,86,0,0,0
2015-05-24,0,0,0,0,34,0,0,0,0,0,20,0,27,0,40,0,0,0,0,18,0,0,25,0,0,50,0,0,0,0,18,0,0,0,0,0,23,0,43,0,0,0,24,0,0,62,0,82,0,0,24,0,0,32,0,0,3,0,0,0,0,35,0,0,0,23,0,0,0,0,0,46,0,15,15,0,0,0,44,0,0,0,63,35,0,0,0,0,70,0,0,35,40,0,0,17,0,51,75,0,0,0,0,0,0,0,0,0,0,67,0,0,19,0,28,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,50,0,21,0,21,0,74,0,0,34,0,0,0,0,0,0,0,0,0,32,32,39,0,0,0,0,0,0,0,58,0,0,0,0,0,30,0,27,0,27,0,24,54,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,48,0,0,0,48,0,52,0,0,0,22,0,0,43,0,0,0,0,59,0,0,9,0,0,0,0,0,44,0,0,0,0,0,0,0,9,9,48,0,33,33,0,0,16,33,58,0,0,0,0,0,69,0,0,2,0,0,65,72,0,0,0,0,24,0,0,0
2015-05-31,0,0,0,0,35,59,0,39,0,0,20,0,20,0,20,0,0,0,0,0,0,0,75,0,0,40,0,0,0,0,19,19,0,0,19,0,24,0,59,0,0,0,24,0,0,42,0,63,0,0,18,0,0,69,0,0,0,0,0,0,0,32,0,0,0,55,0,12,0,0,0,55,0,31,0,0,0,0,58,0,42,0,32,43,0,0,0,0,30,0,0,20,27,0,0,0,0,18,41,0,0,25,25,0,0,0,0,0,0,43,0,0,19,19,63,0,38,0,0,0,0,0,0,0,0,0,0,0,0,41,0,42,0,0,76,0,0,0,35,0,35,0,0,34,0,0,0,0,0,0,0,0,0,33,0,40,0,0,0,0,0,0,0,59,0,0,0,0,0,30,0,27,0,27,0,42,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,49,0,0,0,58,0,29,0,0,0,22,0,0,36,0,0,0,0,72,0,0,9,0,0,0,0,0,19,0,0,0,0,23,0,0,0,9,70,0,67,31,12,0,45,17,17,0,0,35,0,0,35,0,0,1,0,0,73,70,0,0,0,0,75,0,0,0
2015-06-07,0,0,0,0,34,39,0,0,0,0,20,0,50,0,30,0,0,0,0,18,0,0,25,0,0,30,0,0,0,0,18,92,0,0,18,0,24,0,51,0,0,0,48,0,0,35,0,55,0,0,12,0,0,56,0,0,5,0,0,0,0,47,0,0,0,42,0,12,0,0,0,16,0,0,0,19,0,0,29,0,21,0,64,42,0,0,0,0,20,0,0,27,40,0,0,17,0,17,46,0,0,100,0,0,0,0,0,0,0,62,0,0,0,28,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,50,0,31,0,28,0,34,17,0,43,0,0,0,0,26,0,0,0,0,32,0,51,0,0,0,0,0,0,0,48,0,0,0,0,0,30,0,27,0,0,0,95,18,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,48,0,0,0,34,0,29,0,0,0,43,0,0,32,0,0,0,0,27,0,0,18,27,0,0,19,0,47,0,0,0,0,70,0,0,9,15,58,0,66,33,0,0,50,17,0,0,0,69,0,0,35,0,0,1,0,0,67,86,0,0,0,0,74,0,0,0
2015-06-14,35,35,0,0,35,0,0,0,0,0,34,0,34,0,20,0,0,0,0,18,0,0,25,0,0,60,0,0,0,0,18,18,0,0,27,0,16,0,47,0,0,0,24,0,24,42,0,35,0,0,12,0,0,68,0,0,4,0,4,0,0,44,0,0,0,35,0,0,0,0,0,16,15,23,0,0,0,0,29,0,0,0,21,53,0,0,0,0,20,0,0,27,27,0,0,17,0,17,46,0,0,0,0,0,0,0,0,0,0,45,0,0,0,19,25,0,37,0,0,0,0,31,0,0,0,0,0,0,0,0,0,25,0,0,25,0,32,0,32,0,46,17,0,17,0,0,0,0,26,0,0,0,0,43,32,26,0,0,0,0,21,0,0,54,0,0,0,0,0,59,0,27,0,27,0,63,27,0,0,0,42,0,0,0,0,0,0,53,0,0,48,0,0,0,0,0,62,0,24,0,0,0,29,0,0,43,0,0,0,0,51,0,0,22,13,0,0,19,0,38,0,0,0,0,23,0,0,9,14,36,0,46,21,0,0,25,0,22,0,0,35,0,0,34,0,0,2,0,0,74,65,0,0,0,0,73,0,0,0
2015-06-21,0,34,0,0,0,0,0,0,0,0,30,0,50,0,20,0,0,0,0,27,0,0,25,0,0,30,0,0,0,0,18,28,0,0,37,0,12,0,35,0,0,0,24,0,0,62,0,35,0,0,24,0,0,76,0,0,4,0,4,0,0,41,0,0,0,66,0,0,0,0,0,31,0,0,16,19,0,0,19,0,21,0,42,42,0,0,0,0,20,0,0,13,40,0,0,17,0,0,26,0,0,37,0,0,0,0,0,0,0,56,0,0,19,37,44,0,0,0,0,0,0,63,0,0,0,0,0,0,0,41,0,63,0,0,50,0,21,0,21,0,69,34,0,17,0,0,0,0,52,0,0,0,0,0,0,57,0,0,0,0,24,0,0,54,0,0,0,0,0,30,0,0,0,40,0,42,27,0,0,0,0,0,0,0,0,0,0,26,0,0,48,0,0,0,0,0,43,0,65,0,0,0,29,0,0,22,0,0,0,0,30,0,0,9,0,0,0,19,0,38,0,0,0,0,0,0,0,0,15,67,0,46,33,12,12,50,0,25,0,0,0,0,0,34,0,0,1,0,0,74,61,0,0,0,0,24,0,0,0
2015-06-28,35,35,0,35,35,39,0,0,0,0,0,0,48,0,21,0,0,0,0,46,0,0,25,0,0,61,0,0,0,0,0,19,0,0,37,0,20,0,72,0,0,0,49,0,24,32,0,28,0,0,24,0,0,61,0,0,0,0,0,0,0,39,0,0,0,55,0,0,0,0,0,16,16,16,0,20,0,0,39,0,21,0,0,21,0,0,0,0,41,0,0,14,27,0,0,18,0,18,36,0,0,51,0,0,0,0,0,0,0,57,0,0,0,19,70,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,32,0,22,0,46,0,0,26,0,0,0,0,26,0,0,0,0,33,32,53,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,28,0,0,0,30,36,0,0,0,43,0,0,0,0,0,0,47,0,0,0,0,49,0,0,0,44,0,54,0,0,0,100,0,0,29,0,0,0,0,61,0,0,9,0,0,0,19,0,48,0,0,0,0,24,0,0,28,14,56,0,30,21,0,0,40,0,17,0,0,35,0,0,69,0,0,1,0,0,66,54,0,0,0,0,58,0,0,0
2015-07-05,0,0,0,0,0,0,0,0,0,0,61,0,40,0,30,0,0,0,0,54,0,0,100,0,0,60,0,0,0,0,18,31,0,0,31,0,12,0,43,0,0,0,24,0,24,31,0,42,0,0,28,0,0,72,0,0,0,0,0,0,0,35,0,0,0,35,0,12,0,0,0,47,0,0,47,19,0,0,19,0,0,0,21,35,0,0,0,0,20,0,0,13,31,0,0,18,0,35,41,0,0,37,0,0,0,0,0,0,0,50,0,0,19,19,37,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,25,0,0,38,0,42,0,28,0,40,0,0,34,0,0,0,0,26,0,0,0,0,97,0,60,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,40,0,27,0,42,18,0,0,0,0,42,0,0,0,0,0,20,0,0,48,0,96,0,0,0,48,0,22,0,0,0,43,0,0,86,0,0,0,0,30,0,0,12,0,0,0,0,0,38,0,0,0,0,0,0,0,9,15,58,0,71,37,0,0,39,0,17,0,0,35,0,0,35,0,0,1,0,0,75,56,0,0,0,0,49,0,0,0
2015-07-12,0,0,0,0,35,40,0,0,0,0,20,0,27,0,41,0,0,0,0,64,0,0,25,0,0,41,0,0,0,0,19,19,0,0,37,0,12,0,60,0,0,0,24,0,0,28,0,63,0,0,24,0,0,69,0,0,4,0,0,0,0,50,0,0,0,47,0,12,0,0,0,24,0,0,16,0,0,0,52,0,0,0,43,32,0,0,0,0,31,0,0,13,45,0,0,0,0,18,53,0,0,25,25,0,0,0,0,0,0,34,0,0,38,19,44,0,38,0,0,0,0,0,0,0,0,0,0,0,0,42,0,38,0,0,25,0,0,0,21,0,58,0,0,17,0,0,0,0,79,0,0,0,0,65,0,29,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,27,0,27,0,61,0,0,0,0,42,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,39,0,34,0,0,0,33,0,0,0,0,0,0,0,52,0,0,9,9,0,0,19,0,51,0,0,0,0,0,0,0,19,14,52,0,72,13,25,13,39,0,0,0,0,0,0,0,35,0,0,1,0,0,72,90,0,0,0,0,25,0,0,0
2015-07-19,0,35,0,0,53,0,40,39,0,0,20,0,21,0,21,0,0,0,0,28,0,0,25,0,0,30,0,0,0,0,0,56,0,0,28,0,30,0,100,0,0,0,61,0,0,53,0,56,0,0,12,0,0,69,0,0,4,0,0,0,0,39,0,0,0,63,0,12,0,0,0,63,0,0,16,20,0,0,49,0,0,0,22,22,0,0,0,0,41,0,0,20,45,0,0,18,0,0,44,0,0,25,0,0,0,0,0,0,0,40,0,0,19,19,51,0,38,0,0,0,0,32,0,0,0,0,0,0,0,41,0,25,0,0,38,0,22,0,43,0,29,18,0,23,0,0,0,0,39,0,0,0,0,49,0,35,0,0,0,0,0,0,0,60,0,0,0,0,0,31,0,55,0,0,0,43,18,0,0,0,0,42,0,0,0,13,0,20,0,0,0,0,98,0,0,0,68,0,0,0,0,0,29,0,0,51,0,0,0,0,43,0,0,12,0,0,0,0,0,32,0,0,0,0,24,0,0,18,9,34,0,55,25,13,0,34,0,28,0,0,0,0,0,70,0,0,2,0,0,66,45,0,0,0,0,50,0,0,0
2015-07-26,34,35,0,35,34,0,0,39,0,0,20,0,40,0,40,0,0,0,0,18,0,0,25,0,0,80,0,0,0,0,18,27,0,0,18,0,18,0,63,0,0,0,24,0,24,21,0,62,0,0,24,0,0,64,0,0,0,0,3,0,0,44,0,0,0,81,0,12,0,0,0,23,15,0,0,29,0,0,19,0,0,0,21,74,0,0,0,0,60,0,0,33,53,0,0,17,0,35,52,0,0,0,0,0,0,0,0,0,0,28,0,0,37,28,93,0,56,0,0,0,0,31,0,0,0,0,0,0,0,41,0,50,0,0,25,0,42,0,31,0,46,17,0,34,0,0,0,0,26,0,0,0,0,64,0,28,0,0,0,0,32,0,0,56,0,0,0,0,0,30,0,0,0,0,0,36,18,0,0,0,0,0,0,0,0,13,0,33,0,0,0,0,0,0,0,0,38,0,14,0,0,0,58,0,0,32,0,0,0,0,30,0,0,9,9,0,0,0,0,50,0,0,0,0,0,0,0,18,27,88,0,54,12,0,0,44,17,17,0,0,35,0,0,34,0,0,2,0,0,100,74,0,0,0,0,49,0,0,0
2015-08-02,0,0,0,0,0,0,0,0,0,0,20,0,51,0,20,0,0,0,0,0,0,0,25,0,0,30,0,0,0,0,18,18,0,0,19,0,12,0,59,0,0,0,0,0,0,42,0,35,0,0,20,0,0,52,0,0,4,0,0,0,0,38,0,0,0,43,0,23,0,0,0,39,0,16,0,19,0,0,19,0,0,0,43,28,0,0,0,0,61,0,0,13,13,0,0,0,0,17,23,0,0,25,0,0,0,0,0,0,0,34,0,0,19,19,31,0,38,0,0,0,0,31,0,0,0,0,0,0,0,0,0,50,0,0,25,0,21,0,21,0,57,0,0,69,0,0,0,0,0,0,0,0,0,32,0,63,0,0,0,0,16,0,0,43,0,0,0,0,0,30,0,54,0,27,0,36,18,0,0,0,0,42,0,0,0,13,0,0,0,0,0,0,48,0,0,0,39,0,19,0,0,0,0,0,0,43,0,0,0,0,42,0,0,9,9,0,0,0,0,38,0,0,0,0,23,0,0,9,18,61,0,58,29,0,0,33,17,17,0,0,0,0,0,52,0,0,1,0,0,99,44,0,0,0,0,58,0,0,0
2015-08-09,0,35,0,0,0,0,0,39,0,0,40,0,20,0,40,0,0,0,0,0,0,0,25,0,0,30,0,0,0,0,0,37,0,0,46,0,30,0,71,0,0,0,24,0,24,42,0,35,0,0,12,0,0,56,0,0,4,4,0,0,0,50,0,0,0,35,0,0,0,0,0,15,0,0,16,38,0,0,45,0,0,0,21,49,0,0,0,0,30,0,0,13,22,0,0,17,0,17,52,0,0,25,50,0,0,0,0,0,0,22,0,0,19,19,56,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,50,0,21,0,35,0,23,17,0,34,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,30,0,27,0,0,0,54,18,0,0,0,41,42,0,0,0,26,0,20,0,0,0,0,0,0,0,0,29,0,36,0,0,0,43,0,0,43,0,0,0,0,63,0,0,12,9,0,0,0,0,47,0,0,0,0,35,0,0,9,14,67,0,46,25,12,0,100,17,50,0,0,34,0,0,46,0,0,1,0,0,94,72,0,0,0,0,25,0,0,0
2015-08-16,0,0,0,34,34,0,0,38,0,0,20,0,40,0,33,0,0,0,0,18,0,0,61,0,0,20,0,0,0,0,36,27,0,0,18,0,17,0,50,0,0,0,24,0,0,41,0,41,0,0,12,0,0,51,0,0,0,0,0,0,0,37,0,0,0,49,0,11,0,0,0,23,30,0,15,19,0,0,25,0,0,0,62,52,0,0,0,0,40,0,0,0,59,0,0,0,0,17,77,0,0,0,0,0,0,0,0,0,0,50,0,0,37,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,37,0,21,0,21,0,39,0,0,42,0,0,0,0,38,0,0,0,0,32,0,34,0,0,0,0,16,0,0,69,0,0,0,0,0,0,0,27,0,27,0,59,18,0,0,0,0,41,0,0,0,13,0,26,0,0,48,0,0,0,0,0,52,0,28,0,0,0,64,0,0,64,0,0,0,0,65,0,0,15,9,0,0,0,0,56,0,0,0,0,23,0,0,9,9,72,0,57,25,0,12,33,16,22,0,0,34,0,0,34,0,0,2,0,0,87,69,0,0,0,0,36,0,0,0
2015-08-23,0,0,0,34,34,0,0,0,0,0,0,0,20,0,26,0,0,0,0,18,0,0,24,0,0,20,0,0,0,0,0,0,0,0,18,0,23,0,57,0,0,0,46,0,0,40,0,81,0,0,12,0,0,47,0,0,0,0,3,0,0,65,0,0,0,34,0,11,0,0,0,45,0,15,15,28,0,0,37,0,0,0,21,21,0,0,0,0,26,0,0,0,39,0,0,0,0,0,51,0,0,48,0,0,0,0,0,0,0,60,0,0,0,24,42,0,36,0,0,0,0,0,0,0,0,0,0,0,0,39,0,24,0,0,0,0,21,0,0,0,33,17,0,84,0,0,0,0,0,0,0,0,0,52,31,44,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,26,0,26,0,52,17,0,0,0,40,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,51,0,42,0,0,0,21,0,0,21,0,0,0,0,32,0,0,0,9,0,0,0,0,24,0,0,0,0,22,0,0,9,12,44,0,52,20,0,0,65,16,27,0,0,0,0,0,34,0,0,1,0,0,80,77,0,0,0,0,24,0,0,0
