date,recycle #1 Plastic,recycle #2 Plastic,recycle #3 Plastic,recycle #4 Plastic,recycle #5 Plastic,recycle #6 Plastic,recycle #7 Plastic,recycle Acids,recycle Adhesives,recycle Adult Toys,recycle Aerosol Cans - Full,recycle Air Conditioners,recycle Alkaline Batteries,recycle Aluminum Beverage Cans,recycle Aluminum Foil,recycle Aluminum Food Cans,recycle Aluminum Pie Plates,recycle Aluminum Trays,recycle Ammunition,recycle Antifreeze,recycle Arts and Crafts Supplies,recycle Asbestos,recycle Asphalt,recycle Audio Equipment,recycle Auto Bodies,recycle Auto Parts,recycle Baby Products,recycle Barbeque Grills,recycle Bicycles,recycle Bike Tires,recycle Branches,recycle Brick,recycle Brown Glass Beverage Containers,recycle Brown Glass Containers,recycle Brush,recycle Button Cell Batteries,recycle CD Cases,recycle CD Players,recycle CDs,recycle CFLs,recycle CRT Computer Monitors,recycle CRT Televisions,recycle Cables,recycle Calculators,recycle Candy Wrappers,recycle Car Batteries,recycle Car Fluids,recycle Carpet,recycle Carpet Padding,recycle Cassette Players,recycle Cassette Tapes,recycle Ceiling Tiles,recycle Cell Phone Accessories,recycle Cell Phones,recycle Ceramic Tile,recycle Chemistry Sets,recycle Chip Bags,recycle Christmas Trees,recycle Cigarettes,recycle Clear Glass Beverage Containers,recycle Clear Glass Containers,recycle Clothing,recycle Compostable Plastics,recycle Computer Peripherals - External,recycle Computer Peripherals - Internal,recycle Concrete,recycle Construction Debris,recycle Construction Materials,recycle Contaminated Soil,recycle Contaminated Wood,recycle Controlled Substances,recycle Cooking Oil,recycle Cookware,recycle Corks,recycle Corrugated Cardboard,recycle Crayons,recycle Curling Irons,recycle DVD Players,recycle DVDs,recycle Dehumidifiers,recycle Desktop Computers,recycle Digital Cameras,recycle Dirt,recycle Doors,recycle Drink Boxes,recycle Drink Pouches,recycle Electronic Servers,recycle Engine Degreasers,recycle Envelopes,recycle Exit Signs,recycle Explosives,recycle Eyeglasses,recycle Fabric,recycle Ferrous Metals,recycle Fertilizers,recycle Fire Extinguishers,recycle Flip-Flops,recycle Floppy Disks,recycle Fluorescent Tubes,recycle Freezers,recycle Gas/Oil Mixture,recycle Gasoline,recycle Gift Bags,recycle Glue Sticks,recycle Grass Clippings,recycle Green Glass Beverage Containers,recycle Green Glass Containers,recycle Gypsum Drywall,recycle HHW,recycle Hair,recycle Hair Dye,recycle Hair Spray,recycle Halogen Bulbs,recycle Hard Drives,recycle Hardware,recycle Hay,recycle Heaters,recycle Herbicides,recycle Holiday Greens,recycle Home Electronics,recycle Incandescent Lightbulbs,recycle Inkjet Cartridges,recycle Innertubes,recycle Insecticides,recycle Items Containing Mercury,recycle Kerosene,recycle LCD Computer Monitors,recycle LCD Televisions,recycle Lacquer,recycle Laptop Computers,recycle Latex Foam Pillows,recycle Latex Paint,recycle Lead Paint Chips,recycle Lead-acid Batteries - Non-automotive,recycle Leaves,recycle Linoleum,recycle Lithium Batteries,recycle Lithium-ion Batteries,recycle Lumber,recycle MP3 Players,recycle Magazines,recycle Manure,recycle Marine Batteries,recycle Mattresses,recycle Medical Equipment - Handheld,recycle Medical Equipment - Large,recycle Medical Sharps,recycle Medication Containers,recycle Medications,recycle Mercury Thermostats,recycle Metal Clothes Hangers,recycle Metal Paint Cans,recycle Metal Tags,recycle Microwaves,recycle Mixed Paper,recycle Motor Oil,recycle Motor Oil Containers,recycle Multi-wall Paper Bags,recycle Musical Instruments - Metal,recycle Musical Instruments - Non-metal,recycle Nail Polish,recycle Nail Polish Removers,recycle Neon Lights,recycle Newspaper,recycle Nickel-cadmium Batteries,recycle Nickel-metal Hydride Batteries,recycle Nickel-zinc Batteries,recycle Non-Organic Food Waste,recycle Nonferrous Metals,recycle Office Furniture,recycle Office Machines,recycle Office Paper,recycle Office Supplies,recycle Oil Filters,recycle Oil-Based Paint,recycle Pallets,recycle Paper Cups,recycle Paper Labels,recycle Paper Shredders,recycle Paper Sleeves,recycle Paperback Books,recycle Paperboard,recycle Perfumes,recycle Pesticide Containers,recycle Pesticides,recycle Phone Books,recycle Photographic Chemicals,recycle Pizza Boxes,recycle Plastic Bottle Accessories,recycle Plastic Buckets,recycle Plastic Cards,recycle Plastic Egg Cartons,recycle Plastic Furniture,recycle Plastic Packing Materials,recycle Plastic Paint Cans,recycle Power Tools,recycle Printers,recycle Projectors,recycle Propane Tanks,recycle Radiators,recycle Receivers,recycle Record Players,recycle Refrigerators,recycle Road Flares,recycle Roofing Materials,recycle Sand,recycle Sawdust,recycle Scanners,recycle Sealers,recycle Shingles,recycle Shoes,recycle Silver-oxide Batteries,recycle Six-pack Rings,recycle Small Appliances,recycle Smoke Detectors,recycle Solvents,recycle Sporting Goods,recycle Steel Cans,recycle Steel Lids,recycle Stone,recycle String Lights,recycle Stumps,recycle Surfboards,recycle Synthetic Cork,recycle Tablets,recycle Telephones,recycle Television Accessories,recycle Tennis Balls,recycle Tile,recycle Tires,recycle Toasters,recycle Toner Cartridges,recycle Tools,recycle Toothbrushes,recycle Toothpaste Tubes,recycle Toys,recycle Transmission Fluid,recycle Trophies,recycle Truck Tires,recycle Two-Way Radios,recycle Vehicles,recycle Video Game Cartridges,recycle Video Game Peripherals,recycle Video Tapes,recycle Vinyl Records,recycle Washer/Dryers,recycle Water Filters,recycle Weeds,recycle Wet-strength Paperboard,recycle Windows,recycle Wood,recycle Wood Chips,recycle Wood Furnishings,recycle Wood Stains,recycle X-rays,recycle Yard Waste,recycle Yoga Mats,recycle Zinc-air Batteries,recycle Zinc-carbon Batteries
2015-08-30,0,34,0,0,34,37,37,0,0,0,20,0,52,0,20,0,0,0,0,35,0,0,24,0,0,49,0,0,0,0,18,36,0,0,27,0,11,0,50,0,0,0,46,0,0,20,0,47,0,0,17,0,0,62,0,0,3,0,0,0,0,45,0,0,0,34,0,0,0,0,0,30,0,15,15,25,0,0,47,0,21,0,41,62,0,0,0,0,20,0,0,13,47,0,0,17,0,17,50,0,0,48,0,0,0,0,0,0,0,38,0,0,36,18,60,0,36,0,0,0,0,46,0,0,0,0,0,0,0,39,0,49,0,0,36,0,61,0,20,0,42,0,0,66,0,0,0,0,25,0,0,0,0,63,31,28,0,0,0,0,78,0,0,83,0,0,0,0,0,29,0,26,0,26,0,52,17,0,0,0,40,40,0,0,0,0,0,19,0,0,0,0,0,0,0,0,65,0,23,0,0,0,63,0,0,21,0,0,0,0,58,0,0,13,9,0,0,18,0,0,0,0,0,0,22,0,0,9,13,53,0,56,30,12,0,32,16,22,0,0,33,0,0,33,0,0,1,0,0,81,59,0,0,0,0,36,0,0,0
2015-09-06,0,0,0,0,33,37,0,0,0,0,19,0,32,0,39,0,0,0,0,17,0,0,24,0,0,58,0,0,0,0,0,18,0,0,0,0,19,0,45,0,0,0,23,0,0,94,0,40,0,0,23,0,0,97,0,0,0,3,3,0,0,42,0,0,0,90,0,23,0,0,0,45,0,30,0,37,0,0,37,0,0,0,41,41,0,0,0,0,26,0,0,13,26,0,0,0,0,0,34,0,0,24,0,0,0,0,0,0,0,43,0,0,18,18,30,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,48,0,34,0,40,0,61,16,0,25,0,0,0,0,25,0,0,0,0,62,0,25,0,0,0,0,15,0,0,52,0,0,0,0,0,29,0,0,0,0,0,23,17,0,0,0,40,0,0,0,0,0,0,13,0,0,0,0,70,0,0,0,56,0,28,0,0,0,21,0,0,35,0,0,0,0,49,0,0,13,13,0,0,18,0,36,0,0,0,0,0,0,0,18,9,59,0,64,32,0,0,32,0,16,0,0,33,0,0,0,0,0,1,0,0,86,81,0,0,0,0,39,0,0,0
2015-09-13,0,32,0,0,33,0,0,0,0,0,29,0,38,0,19,0,0,0,0,0,0,0,39,0,0,56,0,0,0,0,17,35,0,0,0,0,17,0,48,0,0,0,23,0,0,59,0,46,0,0,11,0,0,64,0,0,5,0,3,0,0,28,0,0,0,36,0,22,0,0,0,0,0,14,15,18,0,0,54,0,20,0,0,20,0,0,0,0,47,0,0,19,46,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,35,47,0,35,0,0,0,0,59,0,0,0,0,0,0,0,38,0,0,0,0,23,0,20,0,30,0,59,0,0,16,0,0,0,0,24,0,0,0,0,30,30,38,0,0,0,0,15,0,0,60,0,0,0,0,0,0,0,38,0,0,0,51,34,0,0,0,0,39,0,0,0,12,0,31,0,0,45,0,45,0,0,0,41,0,14,0,0,0,41,0,0,20,0,0,0,0,37,0,0,8,17,0,0,18,0,35,0,0,0,0,22,0,0,9,9,43,0,51,20,0,12,47,0,16,0,0,0,0,0,54,0,0,1,0,0,81,66,0,0,0,0,46,0,0,0
2015-09-20,0,0,0,0,0,74,0,0,0,0,19,0,32,0,19,0,0,0,0,17,0,0,47,0,0,38,0,0,0,0,0,29,0,0,35,0,11,0,60,0,0,0,0,0,0,39,0,0,0,0,29,0,0,65,0,0,3,0,0,0,0,42,0,0,0,40,0,11,0,0,0,15,15,15,44,18,0,0,55,0,20,0,20,40,0,0,0,0,29,0,0,0,29,0,0,17,0,0,17,0,0,35,0,0,0,0,0,0,0,32,0,0,18,18,53,0,0,0,0,0,0,30,0,0,0,0,0,0,0,39,0,24,0,0,47,0,40,0,30,0,38,0,0,57,0,0,0,0,0,0,0,0,0,31,0,54,0,0,0,0,15,0,0,31,0,0,0,0,0,0,0,26,0,25,0,40,51,0,0,0,0,0,0,0,0,12,0,25,0,0,0,0,0,0,0,0,41,0,14,0,0,0,31,0,0,34,0,0,0,0,60,0,0,9,9,0,0,0,0,54,0,0,0,0,22,0,0,9,30,61,0,55,32,0,12,58,16,16,0,0,49,0,0,0,0,0,0,0,0,75,55,0,0,0,0,58,0,0,0
2015-09-27,0,0,0,0,32,36,36,36,0,0,19,0,38,0,28,0,0,0,0,17,0,0,47,0,0,19,0,0,0,0,17,69,0,0,17,0,22,0,40,0,0,0,22,0,0,39,0,65,0,0,22,0,0,67,0,0,3,3,3,0,0,44,0,0,0,36,0,22,0,0,0,29,0,14,0,24,0,0,18,0,20,0,20,69,0,0,0,0,19,0,0,17,19,0,0,16,0,0,54,0,0,23,0,0,0,0,0,0,0,31,0,0,0,17,46,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,23,0,0,23,0,29,0,39,0,53,0,0,32,0,0,0,0,0,0,0,0,0,60,0,37,0,0,0,0,0,0,0,55,0,0,0,0,0,28,0,100,0,50,0,17,17,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,49,0,20,0,0,0,20,0,0,20,0,0,0,0,42,0,0,8,8,0,0,18,0,18,0,0,0,0,65,0,0,8,17,54,0,47,58,17,12,67,0,47,0,0,0,0,0,32,0,0,1,0,0,77,48,0,0,0,0,23,0,0,0
2015-10-04,0,64,0,32,48,0,0,72,0,0,37,0,19,0,37,0,0,0,0,17,0,0,35,0,0,37,0,0,0,0,34,34,0,0,68,0,22,0,40,0,0,0,22,0,0,29,0,51,0,0,11,0,0,48,0,0,3,5,0,0,0,57,0,0,0,65,0,22,0,0,0,14,14,0,0,18,0,0,18,0,20,0,20,39,0,0,0,0,19,0,0,12,33,0,0,0,0,16,32,0,0,46,0,0,0,0,0,0,0,26,0,0,23,23,29,0,69,0,0,0,0,58,0,0,0,0,0,0,0,38,0,46,0,0,46,0,19,0,26,0,32,0,0,16,0,0,0,0,32,0,0,0,0,40,0,32,0,0,0,0,0,0,0,60,0,0,0,0,0,28,0,50,0,0,0,55,0,0,0,0,0,0,0,0,0,12,0,36,0,0,0,0,45,0,0,0,40,0,53,0,0,0,20,0,0,100,0,0,0,0,36,0,0,8,8,0,0,17,0,47,0,0,0,0,32,0,0,8,8,42,0,81,35,12,0,31,15,23,0,0,0,0,0,32,0,0,1,0,0,72,67,0,0,0,0,53,0,0,0
2015-10-11,0,32,0,0,32,0,0,36,0,0,19,0,38,0,38,0,0,0,0,50,0,0,46,0,0,46,0,0,0,0,17,17,0,0,17,0,15,0,37,0,0,0,30,0,0,71,0,52,0,0,19,0,0,63,0,0,3,3,0,0,0,65,0,0,0,50,0,11,0,0,0,22,0,0,0,18,0,0,24,0,0,0,20,59,0,0,0,0,56,0,0,12,12,0,0,16,0,24,32,0,0,23,23,0,0,0,0,0,0,37,0,0,0,18,17,0,35,0,0,0,0,0,0,0,0,0,0,0,0,75,0,23,0,0,39,0,19,0,26,0,37,0,0,40,0,0,0,0,0,0,0,0,0,30,0,53,0,0,0,0,15,0,0,55,0,0,0,0,0,42,0,50,0,0,0,61,17,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,49,0,13,0,0,0,40,0,0,20,0,0,0,0,17,0,0,0,13,0,0,0,0,53,0,0,0,0,22,0,0,0,13,68,0,50,15,12,12,83,0,15,0,0,32,0,0,32,0,0,1,0,0,75,54,0,0,0,0,30,0,0,0
2015-10-18,0,0,0,32,32,0,0,0,0,0,46,0,31,0,31,0,0,0,0,33,0,0,23,0,0,18,0,0,0,0,17,17,0,0,17,0,22,0,50,0,0,0,0,0,0,25,0,51,0,0,17,0,0,48,0,0,3,3,3,0,0,40,0,0,0,35,0,16,0,0,0,28,0,0,0,18,0,0,23,0,0,0,39,78,0,0,0,0,28,0,0,16,49,0,0,16,0,16,48,0,0,0,0,0,0,0,0,0,0,41,0,0,34,0,46,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,46,0,39,0,0,0,37,31,0,39,0,0,0,0,0,0,0,0,0,59,0,39,0,0,0,0,15,0,0,74,0,0,0,0,0,27,0,49,0,0,0,33,16,0,0,0,38,0,0,0,0,12,0,30,0,0,0,0,44,0,0,0,53,0,22,0,0,0,33,0,0,26,0,0,0,0,52,0,0,8,8,0,0,17,0,43,0,0,0,0,43,0,0,0,8,50,0,38,23,0,0,41,0,31,0,0,63,0,0,32,0,0,1,0,0,79,60,0,0,0,0,45,0,0,0
2015-10-25,32,64,0,0,0,36,0,0,0,0,19,0,62,0,19,0,0,0,0,17,0,0,46,0,0,19,0,0,0,0,17,17,0,0,17,0,11,0,51,0,0,0,22,0,22,58,0,45,0,0,22,0,0,41,0,0,5,3,0,0,0,43,0,0,0,36,0,11,0,0,0,22,0,14,14,35,0,0,27,0,0,0,29,20,0,0,0,0,18,0,0,12,41,0,0,16,0,16,32,0,0,69,23,0,0,0,0,0,0,52,0,0,0,23,35,0,52,0,0,0,0,29,0,0,0,0,0,0,0,0,0,35,0,0,77,0,29,0,19,0,69,16,0,16,0,0,0,0,24,0,0,0,0,40,0,42,0,0,0,0,15,0,0,50,0,0,0,0,0,0,0,25,0,25,0,33,17,0,0,0,38,38,0,0,0,0,0,12,0,0,44,0,0,0,0,0,44,0,26,0,0,0,30,0,0,40,0,0,0,0,44,0,0,0,8,0,0,0,0,29,0,0,0,0,21,0,0,17,13,39,0,63,19,11,0,31,31,38,0,0,32,0,0,32,0,0,1,0,0,76,50,0,0,0,0,38,0,0,0
2015-11-01,0,0,0,0,32,0,0,0,0,0,19,0,37,0,19,0,0,0,0,17,0,0,34,0,0,37,0,0,0,0,17,17,0,0,34,0,11,0,40,0,0,0,37,0,22,38,0,83,0,0,17,0,0,41,0,0,0,6,0,0,0,35,0,0,0,43,0,11,0,0,0,29,0,14,0,18,0,0,35,0,0,0,20,20,0,0,0,0,19,0,0,18,37,0,0,16,0,16,32,0,0,0,0,0,0,0,0,0,0,31,0,0,17,17,40,0,34,0,0,0,0,29,0,0,0,0,0,0,0,0,0,23,0,0,100,0,19,0,19,0,32,32,0,16,0,0,0,0,24,0,0,0,0,44,0,32,0,0,0,0,30,0,0,49,0,0,0,0,0,0,0,25,0,25,0,33,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,44,0,0,0,40,0,18,0,0,0,20,0,0,20,0,0,0,0,28,0,0,0,12,0,0,17,0,17,0,0,0,0,21,0,0,8,8,39,0,54,29,0,0,54,31,23,0,0,32,0,0,63,0,0,0,0,0,73,56,0,0,0,0,38,0,0,0
2015-11-08,0,32,0,32,0,0,0,0,0,0,31,0,37,0,0,0,0,0,0,33,0,0,23,0,0,37,0,0,0,0,17,17,0,0,26,0,16,0,51,0,0,0,33,0,22,45,0,38,0,0,0,0,0,70,0,0,3,3,3,0,0,38,0,0,0,46,0,16,0,0,0,28,15,22,15,36,0,0,35,0,20,0,20,39,0,0,0,0,19,0,0,25,41,0,0,0,0,16,38,0,0,23,23,0,0,0,0,0,0,47,0,0,17,0,52,0,35,0,0,0,0,29,0,0,0,0,0,0,0,0,0,47,0,0,62,0,19,0,20,0,53,0,0,26,0,0,0,0,0,0,0,0,0,29,0,42,0,0,0,0,22,0,0,54,0,0,0,0,0,0,0,25,0,25,0,50,17,0,0,0,0,38,0,0,0,24,0,12,0,0,0,0,0,0,0,0,67,0,26,0,0,0,41,0,0,27,0,0,0,0,58,0,0,25,8,0,0,18,0,17,0,0,0,0,29,0,0,0,8,42,0,54,23,0,0,31,0,47,0,0,32,0,0,32,0,0,1,0,0,71,67,0,0,0,0,34,0,0,0
2015-11-15,32,32,0,32,32,59,0,0,0,0,18,0,93,0,18,0,0,0,0,17,0,0,23,0,0,46,0,0,0,0,17,17,0,0,17,0,22,0,58,0,0,0,22,0,0,57,0,57,0,0,17,0,0,44,0,0,0,8,0,0,0,40,0,0,0,35,0,11,0,0,0,21,14,14,0,18,0,0,0,0,19,0,19,19,0,0,0,0,31,0,0,12,49,0,0,16,0,16,48,0,0,23,23,0,0,0,0,0,0,46,0,0,17,17,34,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,23,0,0,69,0,19,0,39,0,37,0,0,16,0,0,0,0,24,0,0,0,0,29,0,16,0,0,0,0,44,0,0,54,0,0,0,0,0,0,0,49,0,25,0,33,25,0,0,0,0,38,0,0,0,12,0,36,0,0,0,0,44,0,0,0,53,0,20,0,0,0,20,0,0,20,0,0,0,0,30,0,0,0,8,0,0,17,0,29,0,0,0,0,43,0,0,0,8,72,0,34,15,0,0,51,0,15,0,0,32,0,0,32,0,0,1,0,0,75,30,0,0,0,0,38,0,0,0
2015-11-22,0,0,0,0,32,36,0,36,0,0,19,0,25,0,25,0,0,0,0,17,0,0,23,0,0,37,0,0,0,0,0,17,0,0,25,0,22,0,54,0,0,0,22,0,22,51,0,38,0,0,11,0,0,59,0,0,0,3,3,0,0,32,0,0,0,32,0,11,0,0,0,100,14,14,14,18,0,0,26,0,19,0,19,29,0,0,0,0,18,0,0,12,41,0,0,0,0,16,56,0,0,46,0,0,0,0,0,0,0,54,0,0,17,29,57,0,34,0,0,0,0,48,0,0,0,0,0,0,0,38,0,23,0,0,69,0,29,0,29,0,79,0,0,37,0,0,0,0,0,0,0,0,0,30,0,47,0,0,0,0,15,0,0,79,0,0,0,0,0,0,0,33,0,25,0,41,16,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,44,0,0,0,62,0,13,0,0,0,40,0,0,20,0,0,0,0,47,0,0,0,8,0,0,0,0,35,0,0,0,0,32,0,0,0,13,36,0,17,27,0,0,41,0,15,0,0,0,0,0,32,0,0,1,0,0,66,53,0,0,0,0,34,0,0,0
2015-11-29,0,0,0,32,32,0,36,36,0,0,18,0,43,0,43,0,0,0,0,25,0,0,23,0,0,18,0,0,0,0,0,25,0,0,22,0,11,0,39,0,0,0,22,0,0,44,0,19,0,0,11,0,0,62,0,0,3,5,3,0,0,24,0,0,0,25,0,21,0,0,0,71,0,14,0,18,0,0,35,0,39,0,0,29,0,0,0,0,0,0,0,24,55,0,0,16,0,16,37,0,0,23,23,0,0,0,0,0,0,31,0,0,0,17,23,0,0,0,0,0,0,43,0,0,0,0,0,0,0,37,0,23,0,0,34,0,19,0,0,0,42,0,0,16,0,0,0,0,0,0,0,0,0,59,0,31,0,0,0,0,15,0,0,64,0,0,0,0,0,27,0,25,0,0,0,33,16,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,44,0,0,0,57,0,20,0,0,0,20,0,0,20,0,0,0,0,27,0,0,0,0,0,0,0,0,52,0,0,0,0,21,0,0,8,8,30,0,11,17,0,23,35,0,15,0,0,32,0,0,32,0,0,1,0,0,74,51,0,0,0,0,60,0,0,0
2015-12-06,0,0,0,0,48,0,36,0,0,0,28,0,25,0,19,0,0,0,0,17,0,0,23,0,0,28,0,0,0,0,23,17,0,0,25,0,22,0,36,0,0,0,22,0,0,29,0,38,0,0,22,0,0,63,0,0,0,10,0,0,0,27,0,0,0,25,0,21,0,0,0,78,0,14,14,18,0,0,17,0,0,0,0,26,0,0,0,0,43,0,0,24,37,0,0,0,0,32,37,0,0,0,23,0,0,0,0,0,0,31,0,0,0,0,29,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,23,0,0,46,0,39,0,39,0,37,16,0,39,0,0,0,0,24,0,0,0,0,30,0,16,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,37,0,24,0,33,17,0,0,0,0,0,0,0,0,12,0,24,0,0,0,0,0,0,0,0,53,0,18,0,0,0,20,0,0,30,0,0,0,0,30,0,0,16,8,0,0,0,0,17,0,0,0,0,22,0,0,8,8,47,0,61,31,0,0,51,15,0,0,0,0,0,0,32,0,0,1,0,0,71,51,0,0,0,0,34,0,0,0
2015-12-13,0,0,0,0,33,0,37,0,0,0,19,0,57,0,32,0,0,0,0,26,0,0,23,0,0,66,0,0,0,0,35,35,0,0,17,0,22,0,33,0,0,0,45,0,45,46,0,26,0,0,0,0,0,38,0,0,3,7,3,0,0,47,0,0,0,29,0,0,0,0,0,37,29,15,22,18,0,0,18,0,20,0,20,20,0,0,0,0,19,0,0,13,21,0,0,16,0,16,44,0,0,0,0,0,0,0,0,0,0,42,0,0,18,18,71,0,35,0,0,0,0,59,0,0,0,0,0,0,0,38,0,0,0,0,47,0,30,0,0,0,49,16,0,24,0,0,0,0,24,0,0,0,0,46,0,57,0,0,0,0,20,0,0,35,0,0,0,0,0,0,0,25,0,0,0,34,0,0,0,0,59,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,32,0,18,0,0,0,21,0,0,20,0,0,0,0,40,0,0,0,11,0,0,0,0,53,0,0,0,0,22,0,0,9,9,47,0,43,18,0,12,52,0,16,0,0,0,0,0,33,0,0,1,0,0,71,64,0,0,0,0,46,0,0,0
2015-12-20,0,0,0,0,55,41,0,41,0,0,21,0,42,0,35,0,0,0,0,0,0,0,66,0,0,42,0,0,0,0,19,26,0,0,19,0,12,0,41,0,0,0,38,0,0,66,0,55,0,0,13,0,0,34,0,0,7,22,0,0,0,25,0,0,0,41,0,12,0,0,0,41,16,33,16,30,0,0,20,0,22,0,22,44,0,0,0,0,0,0,0,21,42,0,0,18,0,18,27,0,0,26,65,0,0,0,0,0,0,29,0,0,39,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,44,0,22,0,36,0,0,36,0,0,0,0,27,0,0,0,0,0,0,18,0,0,0,0,17,0,0,28,0,0,0,0,0,31,0,47,0,0,0,38,19,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,23,0,0,0,0,25,0,0,9,14,0,0,0,0,20,0,0,0,0,24,0,0,0,0,25,0,20,26,0,13,88,0,0,0,0,0,0,0,36,0,0,0,0,0,81,29,0,0,0,0,26,0,0,0
2015-12-27,36,36,0,0,36,41,81,0,0,0,21,0,63,0,32,0,0,0,0,38,0,0,0,0,0,42,0,0,0,0,19,19,0,0,29,0,37,0,66,0,0,0,75,0,0,36,0,32,0,0,19,0,0,96,0,0,5,91,0,0,0,61,0,0,0,73,0,0,0,0,0,41,0,0,33,0,0,0,20,0,0,0,0,33,0,0,0,0,42,0,0,14,32,0,0,0,0,18,54,0,0,26,0,0,0,0,0,0,0,35,0,0,39,29,78,0,39,0,0,0,0,33,0,0,0,0,0,0,0,85,0,0,0,0,26,0,22,0,44,0,65,18,0,54,0,0,0,0,27,0,0,0,0,50,34,42,0,0,0,0,25,0,0,34,0,0,0,0,0,0,0,28,0,28,0,19,19,0,0,0,86,0,0,0,0,27,0,41,0,0,0,0,0,0,0,0,55,0,30,0,0,0,0,0,0,23,0,0,0,0,44,0,0,14,14,0,0,39,0,39,0,0,0,0,32,0,0,9,19,35,0,30,19,0,0,52,0,23,0,0,36,0,0,36,0,0,1,0,0,66,51,0,0,0,0,51,0,0,0
2016-01-03,34,34,0,34,0,0,0,39,0,0,40,0,80,0,40,0,0,0,0,0,0,0,25,0,0,59,0,0,0,0,0,0,0,0,27,0,23,0,35,0,0,0,47,0,23,34,0,83,0,0,12,0,0,71,0,0,0,88,7,0,0,55,0,0,0,23,0,0,0,0,0,23,15,23,0,57,0,0,57,0,21,0,42,21,0,0,0,0,33,0,0,13,20,0,0,17,0,17,29,0,0,0,25,0,0,0,0,0,0,83,0,0,18,0,37,0,37,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,49,0,21,0,41,0,68,17,0,25,0,0,0,0,51,0,0,0,0,32,0,28,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,40,0,0,0,27,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,95,0,0,0,57,0,14,0,0,0,22,0,0,43,0,0,0,0,71,0,0,13,9,0,0,19,0,37,0,0,0,0,0,0,0,0,18,27,0,56,41,0,0,49,17,16,0,0,34,0,0,69,0,0,3,0,0,66,46,0,0,0,0,0,0,0,0
2016-01-10,33,0,0,0,33,0,37,38,0,0,0,0,39,0,39,0,0,0,0,17,0,0,24,0,0,19,0,0,0,0,27,0,0,0,0,0,11,0,49,0,0,0,35,0,0,30,0,60,0,0,12,0,0,54,0,0,3,39,0,0,0,53,0,0,0,28,0,11,0,0,0,15,15,30,0,19,0,0,0,0,20,0,21,27,0,0,0,0,38,0,0,38,34,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0,57,0,0,18,18,27,0,0,0,0,0,0,30,0,0,0,0,0,0,0,39,0,0,0,0,24,0,20,0,20,0,66,16,0,33,0,0,0,0,0,0,0,0,0,31,31,16,0,0,0,0,16,0,0,46,0,0,0,0,0,29,0,51,0,26,0,17,17,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,46,0,0,0,51,0,14,0,0,0,21,0,0,0,0,0,0,0,55,0,0,0,9,0,0,0,0,18,0,0,0,0,22,0,0,9,9,41,0,56,20,0,0,16,16,16,0,0,0,0,0,33,0,0,1,0,0,60,69,0,0,0,0,94,0,0,0
2016-01-17,0,34,0,0,34,0,0,0,0,0,26,0,39,0,29,0,0,0,0,26,0,0,48,0,0,78,0,0,0,0,36,18,0,0,27,0,11,0,46,0,0,0,23,0,0,40,0,34,0,0,23,0,0,47,0,0,3,6,0,0,0,48,0,0,0,37,0,11,0,0,0,38,15,15,0,19,0,0,25,0,20,0,0,21,0,0,0,0,78,0,0,32,21,0,0,17,0,17,50,0,0,24,0,0,0,0,0,0,0,38,0,0,36,27,18,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,24,0,0,73,0,20,0,20,0,33,0,0,66,0,0,0,0,0,0,0,0,0,31,31,41,0,0,0,0,16,0,0,70,0,0,0,0,0,58,0,35,0,0,0,17,52,0,0,0,40,0,0,0,0,19,0,38,0,0,47,0,0,0,0,0,37,0,14,0,0,0,42,0,0,21,0,0,0,0,44,0,0,9,0,0,0,18,0,18,0,0,0,0,0,0,0,0,22,26,0,44,28,12,12,16,0,21,0,0,33,0,0,0,0,0,1,0,0,64,65,0,0,0,0,24,0,0,0
